Load address: $1000 Init address: $1000 Play address: $1003
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|  1625 | ....  ... ..  .. .... A00 | 22ED (- 0016) .. .... 648 | 22D5 (- 0008) .. .... 630 | 8300 .. ... . |
|  1626 | ....  ... ..  09 564A ... | 22D6 (- 0017) .. .... 642 | 22CC (- 0009) .. .... 636 | .... .. ... . |
|  1627 | 14AF  D#4 B3  41 .... A04 | 22BE (- 0018) .. .... 63C | 22C2 (- 000A) .. .... 63C | 8100 .. ... . |
|  1628 | ....  ... ..  .. .... A08 | 22A5 (- 0019) .. .... 636 | 22B7 (- 000B) .. .... 642 | 7F00 .. ... . |
|  1629 | ....  ... ..  .. .... A0C | 228B (- 001A) .. .... 630 | 22AB (- 000C) .. .... 648 | 7D00 .. ... . |
|  1630 | ....  ... ..  .. .... A10 | 2270 (- 001B) .. .... 62A | 229E (- 000D) .. .... 64E | 7B00 .. ... . |
|  1631 | ....  ... ..  40 0F00 ... | 228C (+ 001C) .. .... 624 | 22AC (+ 000E) .. .... 654 | .... .. ... . |
|  1632 | ....  ... ..  .. .... A14 | 22A9 (+ 001D) .. .... 61E | 22BB (+ 000F) .. .... 65A | 7900 .. ... . |
|  1633 | ....  ... ..  09 204A ... | 22C7 (+ 001E) .. .... 618 | 22CB (+ 0010) .. .... 660 | .... .. ... . |
|  1634 | 1168  C-4 B0  41 .... A18 | 22E6 (+ 001F) .. .... 612 | 22DC (+ 0011) .. .... 666 | 7700 .. ... . |
|  1635 | ....  ... ..  .. .... A1C | 2306 (+ 0020) .. .... 60C | 22EE (+ 0012) .. .... 660 | 7500 .. ... . |
|  1636 | ....  ... ..  .. .... A20 | 2327 (+ 0021) .. .... 606 | 2301 (+ 0013) .. .... 65A | 7300 .. ... . |
|  1637 | ....  ... ..  .. .... A24 | 2349 (+ 0022) .. .... 600 | 2315 (+ 0014) .. .... 654 | 7100 .. ... . |
|  1638 | ....  ... ..  40 0F00 ... | 2326 (- 0023) .. .... 5FA | 2300 (- 0015) .. .... 64E | .... .. ... . |
|  1639 | ....  ... ..  .. .... A28 | 2302 (- 0024) .. .... 5F4 | 22EA (- 0016) .. .... 648 | 6F00 .. ... . |
|  1640 | ....  ... ..  09 564A ... | 22DD (- 0025) .. .... 5EE | 22D3 (- 0017) .. .... 642 | .... .. ... . |
|  1641 | 1A13  G-4 B7  41 .... A2C | 22B7 (- 0026) .. .... 5E8 | 22BB (- 0018) .. .... 63C | 6D00 .. ... . |
|  1642 | ....  ... ..  .. .... A30 | 2290 (- 0027) .. .... 5E2 | 22A2 (- 0019) .. .... 636 | 6B00 .. ... . |
|  1643 | ....  ... ..  .. .... A34 | 2268 (- 0028) .. .... 5DC | 2288 (- 001A) .. .... 630 | 6900 .. ... . |
|  1644 | ....  ... ..  .. .... A38 | 223F (- 0029) .. .... 5D6 | 226D (- 001B) .. .... 62A | 6700 .. ... . |
|  1645 | ....  ... ..  40 0F00 ... | 2269 (+ 002A) .. .... 5D0 | 2289 (+ 001C) .. .... 624 | .... .. ... . |
|  1646 | ....  ... ..  .. .... A3C | 2294 (+ 002B) .. .... 5CA | 22A6 (+ 001D) .. .... 61E | 6500 .. ... . |
|  1647 | ....  ... ..  09 204A ... | 22C0 (+ 002C) .. .... 5C4 | 22C4 (+ 001E) .. .... 618 | .... .. ... . |
|  1648 | 14AF  D#4 B3  41 .... A40 | 22ED (+ 002D) .. .... 5BE | 22E3 (+ 001F) .. .... 612 | 6300 .. ... . |
|  1649 | ....  ... ..  .. .... A44 | 231B (+ 002E) .. .... 5B8 | 2303 (+ 0020) .. .... 60C | 6100 .. ... . |
|  1650 | ....  ... ..  .. .... A48 | 234A (+ 002F) .. .... 5B2 | 2324 (+ 0021) .. .... 606 | 5F00 .. ... . |
|  1651 | ....  ... ..  .. .... A4C | 237A (+ 0030) .. .... 5AC | 2346 (+ 0022) .. .... 600 | 5D00 .. ... . |
|  1652 | ....  ... ..  40 0F00 ... | 2349 (- 0031) .. .... 5A6 | 2323 (- 0023) .. .... 5FA | .... .. ... . |
|  1653 | ....  ... ..  .. .... A50 | 2317 (- 0032) .. .... 5A0 | 22FF (- 0024) .. .... 5F4 | 5B00 .. ... . |
|  1654 | ....  ... ..  09 564A ... | 22E4 (- 0033) .. .... 59A | 22DA (- 0025) .. .... 5EE | .... .. ... . |
|  1655 | 1168  C-4 B0  41 .... A54 | 22B0 (- 0034) .. .... 594 | 22B4 (- 0026) .. .... 5E8 | 5900 .. ... . |
|  1656 | ....  ... ..  .. .... A58 | 227B (- 0035) .. .... 58E | 228D (- 0027) .. .... 5E2 | 5700 .. ... . |
|  1657 | ....  ... ..  .. .... A5C | 2245 (- 0036) .. .... 588 | 2265 (- 0028) .. .... 5DC | 5500 .. ... . |
|  1658 | ....  ... ..  .. .... A60 | 220E (- 0037) .. .... 582 | 223C (- 0029) .. .... 5D6 | 5300 .. ... . |
|  1659 | ....  ... ..  40 0F00 ... | 2246 (+ 0038) .. .... 57C | 2266 (+ 002A) .. .... 5D0 | .... .. ... . |
|  1660 | ....  ... ..  .. .... A64 | 227F (+ 0039) .. .... 576 | 2291 (+ 002B) .. .... 5CA | 5100 .. ... . |
|  1661 | ....  ... ..  09 204A ... | 22B9 (+ 003A) .. .... 570 | 22BD (+ 002C) .. .... 5C4 | .... .. ... . |
|  1662 | 1A13  G-4 B7  41 .... A68 | 22F4 (+ 003B) .. .... 576 | 22EA (+ 002D) .. .... 5BE | 4F00 .. ... . |
|  1663 | ....  ... ..  .. .... A6C | 2330 (+ 003C) .. .... 57C | 2318 (+ 002E) .. .... 5B8 | 4D00 .. ... . |
|  1664 | ....  ... ..  .. .... A70 | 236D (+ 003D) .. .... 582 | 2347 (+ 002F) .. .... 5B2 | 4B00 .. ... . |
|  1665 | ....  ... ..  .. .... A74 | 23AB (+ 003E) .. .... 588 | 2377 (+ 0030) .. .... 5AC | 4900 .. ... . |
|  1666 | ....  ... ..  40 0F00 ... | 236C (- 003F) .. .... 58E | 2346 (- 0031) .. .... 5A6 | .... .. ... . |
|  1667 | ....  ... ..  .. .... A78 | 232C (- 0040) .. .... 594 | 2314 (- 0032) .. .... 5A0 | 4700 .. ... . |
|  1668 | ....  ... ..  09 564A ... | 22EB (- 0041) .. .... 59A | 22E1 (- 0033) .. .... 59A | .... .. ... . |
|  1669 | 14AF  D#4 B3  41 .... A7C | 22A9 (- 0042) .. .... 5A0 | 22AD (- 0034) .. .... 594 | 4500 .. ... . |
|  1670 | ....  ... ..  .. .... A80 | 2266 (- 0043) .. .... 5A6 | 2278 (- 0035) .. .... 58E | 4300 .. ... . |
|  1671 | ....  ... ..  .. .... A84 | 2222 (- 0044) .. .... 5AC | 2242 (- 0036) .. .... 588 | 4100 .. ... . |
|  1672 | ....  ... ..  .. .... A88 | 21DD (- 0045) .. .... 5B2 | 220B (- 0037) .. .... 582 | 3F00 .. ... . |
|  1673 | ....  ... ..  40 0F00 ... | 2223 (+ 0046) .. .... 5B8 | 2243 (+ 0038) .. .... 57C | .... .. ... . |
|  1674 | ....  ... ..  .. .... A8C | 226A (+ 0047) .. .... 5BE | 227C (+ 0039) .. .... 576 | 3D00 .. ... . |
|  1675 | ....  ... ..  09 204A ... | 22B2 (+ 0048) .. .... 5C4 | 22B6 (+ 003A) .. .... 570 | .... .. ... . |
|  1676 | 1168  C-4 B0  41 .... A90 | 22FB (+ 0049) .. .... 5CA | 22F1 (+ 003B) .. .... 576 | 3B00 .. ... . |
|  1677 | ....  ... ..  .. .... A94 | 2345 (+ 004A) .. .... 5D0 | 232D (+ 003C) .. .... 57C | 3900 .. ... . |
|  1678 | ....  ... ..  .. .... A98 | 2390 (+ 004B) .. .... 5D6 | 236A (+ 003D) .. .... 582 | 3700 .. ... . |
|  1679 | ....  ... ..  .. .... A9C | 23DC (C#5 BD) .. .... 5DC | 23A8 (+ 003E) .. .... 588 | 3500 .. ... . |
|  1680 | ....  ... ..  40 0F00 ... | 22D3 (C-5 BC) .. .... ... | 2369 (- 003F) .. .... 58E | .... .. ... . |
|  1681 | ....  ... ..  .. .... AA0 | 238F (+ 00BC) .. .... 5E2 | 2329 (- 0040) .. .... 594 | 3300 .. ... . |
|  1682 | ....  ... ..  09 564A ... | 2341 (- 004E) 40 .... 5E8 | 22E8 (- 0041) .. .... 59A | .... .. ... . |
|  1683 | 1A13  G-4 B7  41 .... AA4 | 22F2 (- 004F) .. .... 5EE | 22A6 (- 0042) .. .... 5A0 | 3100 .. ... . |
|  1684 | ....  ... ..  .. .... AA8 | 22A2 (- 0050) .. .... 5F4 | 2263 (- 0043) .. .... 5A6 | 2F00 .. ... . |
|  1685 | ....  ... ..  .. .... AAC | 2251 (- 0051) .. .... 5FA | 221F (- 0044) .. .... 5AC | 2D00 .. ... . |
|  1686 | ....  ... ..  .. .... AB0 | 21FF (- 0052) .. .... 600 | 21DA (- 0045) .. .... 5B2 | 2B00 .. ... . |
|  1687 | ....  ... ..  40 0F00 ... | 21AC (B-4 BB) .. .... 606 | 2220 (+ 0046) .. .... 5B8 | .... .. ... . |
|  1688 | ....  ... ..  .. .... AB4 | 2200 (C-5 BC) .. .... 60C | 2267 (+ 0047) .. .... 5BE | 2900 .. ... . |
|  1689 | ....  ... ..  09 204A ... | 2255 (+ 0055) .. .... 612 | 22AF (+ 0048) .. .... 5C4 | .... .. ... . |
|  1690 | 14AF  D#4 B3  41 .... AB8 | 22AB (+ 0056) .. .... 618 | 22F8 (+ 0049) .. .... 5CA | 2700 .. ... . |
|  1691 | ....  ... ..  .. .... ABC | 2302 (+ 0057) .. .... 61E | 2342 (+ 004A) .. .... 5D0 | 2500 .. ... . |
|  1692 | ....  ... ..  .. .... AC0 | 235A (+ 0058) .. .... 624 | 238D (+ 004B) .. .... 5D6 | 2300 .. ... . |
|  1693 | ....  ... ..  .. .... AC4 | 23B3 (+ 0059) .. .... 62A | 23D9 (+ 004C) .. .... 5DC | 2100 .. ... . |
|  1694 | ....  ... ..  40 0F00 ... | 240D (C#5 BD) .. .... 630 | 22D0 (- 0109) .. .... ... | .... .. ... . |
|  1695 | ....  ... ..  .. .... AC8 | 23B2 (C-5 BC) .. .... 636 | 238C (+ 00BC) .. .... 5E2 | 1F00 .. ... . |
|  1696 | ....  ... ..  09 564A ... | 2356 (- 005C) .. .... 63C | 233E (- 004E) 40 .... 5E8 | .... .. ... . |
|  1697 | 1168  C-4 B0  41 .... ACC | 22F9 (- 005D) .. .... 642 | 22EF (- 004F) .. .... 5EE | 1D00 .. ... . |
|  1698 | ....  ... ..  .. .... AD0 | 229B (- 005E) .. .... 648 | 229F (- 0050) .. .... 5F4 | 1B00 .. ... . |
|  1699 | ....  ... ..  .. .... AD4 | 223C (- 005F) .. .... 64E | 224E (- 0051) .. .... 5FA | 1900 .. ... . |
|  1700 | ....  ... ..  .. .... AD8 | 21DC (- 0060) .. .... 654 | 21FC (- 0052) .. .... 600 | 1700 .. ... . |
|  1701 | ....  ... ..  40 0F00 ... | 217B (B-4 BB) .. .... 65A | 21A9 (B-4 BB) .. .... 606 | .... .. ... . |
|  1702 | ....  ... ..  .. .... ADC | 21DD (C-5 BC) .. .... 660 | 21FD (C-5 BC) .. .... 60C | 1500 .. ... . |
|  1703 | ....  ... ..  09 204A ... | 2240 (+ 0063) .. .... 666 | 2252 (+ 0055) .. .... 612 | .... .. ... . |
|  1704 | 1A13  G-4 B7  41 .... AE0 | 22A4 (+ 0064) .. .... 660 | 22A8 (+ 0056) .. .... 618 | 1300 .. ... . |
|  1705 | ....  ... ..  .. .... AE4 | 2309 (+ 0065) .. .... 65A | 22FF (+ 0057) .. .... 61E | 1100 .. ... . |
|  1706 | ....  ... ..  .. .... AE8 | 236F (+ 0066) .. .... 654 | 2357 (+ 0058) .. .... 624 | 0F00 .. ... . |
|  1707 | ....  ... ..  .. .... AEC | 23D6 (+ 0067) .. .... 64E | 23B0 (+ 0059) .. .... 62A | 0D00 .. ... . |
|  1708 | ....  ... ..  40 0F00 ... | 243E (C#5 BD) .. .... 648 | 240A (C#5 BD) .. .... 630 | .... .. ... . |
|  1709 | ....  ... ..  .. .... AF0 | 23D5 (C-5 BC) .. .... 642 | 23AF (C-5 BC) .. .... 636 | 0B00 .. ... . |
|  1710 | ....  ... ..  09 564A ... | 236B (- 006A) .. .... 63C | 2353 (- 005C) .. .... 63C | .... .. ... . |
|  1711 | 14AF  D#4 B3  41 .... AF4 | 2300 (- 006B) .. .... 636 | 22F6 (- 005D) .. .... 642 | 0900 .. ... . |
|  1712 | ....  ... ..  .. .... AF8 | 2294 (- 006C) .. .... 630 | 2298 (- 005E) .. .... 648 | 0700 .. ... . |
|  1713 | ....  ... ..  .. .... AFC | 2227 (- 006D) .. .... 62A | 2239 (- 005F) .. .... 64E | 0500 .. ... . |
|  1714 | ....  ... ..  .. .... B00 | 21B9 (B-4 BB) .. .... 624 | 21D9 (- 0060) .. .... 654 | 0700 .. ... . |
|  1715 | ....  ... ..  40 0F00 ... | 214A (- 006F) .. .... 61E | 2178 (B-4 BB) .. .... 65A | .... .. ... . |
|  1716 | ....  ... ..  .. .... B04 | 21BA (+ 0070) .. .... 618 | 21DA (C-5 BC) .. .... 660 | 0900 .. ... . |
|  1717 | ....  ... ..  09 204A ... | 222B (C-5 BC) .. .... 612 | 223D (+ 0063) .. .... 666 | .... .. ... . |
|  1718 | 1168  C-4 B0  41 .... B08 | 229D (+ 0072) .. .... 60C | 22A1 (+ 0064) .. .... 660 | 0B00 .. ... . |
|  1719 | ....  ... ..  .. .... B0C | 2310 (+ 0073) .. .... 606 | 2306 (+ 0065) .. .... 65A | 0D00 .. ... . |
|  1720 | ....  ... ..  .. .... B10 | 2384 (+ 0074) .. .... 600 | 236C (+ 0066) .. .... 654 | 0F00 .. ... . |
|  1721 | ....  ... ..  .. .... B14 | 23F9 (C#5 BD) .. .... 5FA | 23D3 (+ 0067) .. .... 64E | 1100 .. ... . |
|  1722 | ....  ... ..  40 0F00 ... | 246F (+ 0076) .. .... 5F4 | 243B (C#5 BD) .. .... 648 | .... .. ... . |
|  1723 | ....  ... ..  .. .... B18 | 23F8 (- 0077) .. .... 5EE | 23D2 (C-5 BC) .. .... 642 | 1300 .. ... . |
|  1724 | ....  ... ..  09 564A ... | 2380 (C-5 BC) .. .... 5E8 | 2368 (- 006A) .. .... 63C | .... .. ... . |
|  1725 | 1A13  G-4 B7  41 .... B1C | 2307 (- 0079) .. .... 5E2 | 22FD (- 006B) .. .... 636 | 1500 .. ... . |
|  1726 | ....  ... ..  .. .... B20 | 228D (- 007A) .. .... 5DC | 2291 (- 006C) .. .... 630 | 1700 .. ... . |
|  1727 | ....  ... ..  .. .... B24 | 2212 (- 007B) .. .... 5D6 | 2224 (- 006D) .. .... 62A | 1900 .. ... . |
|  1728 | ....  ... ..  .. .... B28 | 2196 (B-4 BB) .. .... 5D0 | 21B6 (B-4 BB) .. .... 624 | 1B00 .. ... . |
|  1729 | ....  ... ..  40 0F00 ... | 2119 (- 007D) .. .... 5CA | 2147 (- 006F) .. .... 61E | .... .. ... . |
|  1730 | ....  ... ..  .. .... B2C | 2197 (+ 007E) .. .... 5C4 | 21B7 (+ 0070) .. .... 618 | 1D00 .. ... . |
|  1731 | ....  ... ..  09 204A ... | 2216 (C-5 BC) .. .... 5BE | 2228 (C-5 BC) .. .... 612 | .... .. ... . |
|  1732 | 14AF  D#4 B3  41 .... B30 | 2296 (+ 0080) .. .... 5B8 | 229A (+ 0072) .. .... 60C | 1F00 .. ... . |
|  1733 | ....  ... ..  .. .... B34 | 2317 (+ 0081) .. .... 5B2 | 230D (+ 0073) .. .... 606 | 2100 .. ... . |
|  1734 | ....  ... ..  .. .... B38 | 2399 (+ 0082) .. .... 5AC | 2381 (+ 0074) .. .... 600 | 2300 .. ... . |
|  1735 | ....  ... ..  .. .... B3C | 241C (C#5 BD) .. .... 5A6 | 23F6 (C#5 BD) .. .... 5FA | 2500 .. ... . |
|  1736 | ....  ... ..  40 0F00 ... | 24A0 (+ 0084) .. .... 5A0 | 246C (+ 0076) .. .... 5F4 | .... .. ... . |
|  1737 | ....  ... ..  .. .... B40 | 241B (- 0085) .. .... 59A | 23F5 (- 0077) .. .... 5EE | 2700 .. ... . |
|  1738 | ....  ... ..  09 564A ... | 2395 (C-5 BC) .. .... 594 | 237D (C-5 BC) .. .... 5E8 | .... .. ... . |
|  1739 | 1168  C-4 B0  41 .... B44 | 230E (- 0087) .. .... 58E | 2304 (- 0079) .. .... 5E2 | 2900 .. ... . |
|  1740 | ....  ... ..  .. .... B48 | 2286 (- 0088) .. .... 588 | 228A (- 007A) .. .... 5DC | 2B00 .. ... . |
|  1741 | ....  ... ..  .. .... B4C | 21FD (- 0089) .. .... 582 | 220F (- 007B) .. .... 5D6 | 2D00 .. ... . |
|  1742 | ....  ... ..  .. .... B50 | 2173 (B-4 BB) .. .... 57C | 2193 (B-4 BB) .. .... 5D0 | 2F00 .. ... . |
|  1743 | ....  ... ..  40 0F00 ... | 20E8 (- 008B) .. .... 576 | 2116 (- 007D) .. .... 5CA | .... .. ... . |
|  1744 | ....  ... ..  .. .... B54 | 2174 (+ 008C) .. .... 570 | 2194 (+ 007E) .. .... 5C4 | 3100 .. ... . |
|  1745 | ....  ... ..  09 204A ... | 2201 (C-5 BC) .. .... 576 | 2213 (C-5 BC) .. .... 5BE | .... .. ... . |
|  1746 | 1A13  G-4 B7  41 .... B58 | 228F (+ 008E) .. .... 57C | 2293 (+ 0080) .. .... 5B8 | 3300 .. ... . |
|  1747 | ....  ... ..  .. .... B5C | 231E (+ 008F) .. .... 582 | 2314 (+ 0081) .. .... 5B2 | 3500 .. ... . |
|  1748 | ....  ... ..  .. .... B60 | 23AE (+ 0090) .. .... 588 | 2396 (+ 0082) .. .... 5AC | 3700 .. ... . |
|  1749 | ....  ... ..  .. .... B64 | 243F (C#5 BD) .. .... 58E | 2419 (C#5 BD) .. .... 5A6 | 3900 .. ... . |
|  1750 | ....  ... ..  40 0F00 ... | 24D1 (+ 0092) .. .... 594 | 249D (+ 0084) .. .... 5A0 | .... .. ... . |
|  1751 | ....  ... ..  .. .... B68 | 243E (- 0093) .. .... 59A | 2418 (- 0085) .. .... 59A | 3B00 .. ... . |
|  1752 | ....  ... ..  09 564A ... | 23AA (C-5 BC) .. .... 5A0 | 2392 (C-5 BC) .. .... 594 | .... .. ... . |
|  1753 | 14AF  D#4 B3  41 .... B6C | 2315 (- 0095) .. .... 5A6 | 230B (- 0087) .. .... 58E | 3D00 .. ... . |
|  1754 | ....  ... ..  .. .... B70 | 227F (- 0096) .. .... 5AC | 2283 (- 0088) .. .... 588 | 3F00 .. ... . |
|  1755 | ....  ... ..  .. .... B74 | 21E8 (- 0097) .. .... 5B2 | 21FA (- 0089) .. .... 582 | 4100 .. ... . |
|  1756 | ....  ... ..  .. .... B78 | 2150 (B-4 BB) .. .... 5B8 | 2170 (B-4 BB) .. .... 57C | 4300 .. ... . |
|  1757 | ....  ... ..  40 0F00 ... | 20B7 (- 0099) .. .... 5BE | 20E5 (- 008B) .. .... 576 | .... .. ... . |
|  1758 | ....  ... ..  .. .... B7C | 2151 (+ 009A) .. .... 5C4 | 2171 (+ 008C) .. .... 570 | 4500 .. ... . |
|  1759 | ....  ... ..  09 204A ... | 21EC (C-5 BC) .. .... 5CA | 21FE (C-5 BC) .. .... 576 | .... .. ... . |
|  1760 | 1168  C-4 B0  41 .... B80 | 2288 (+ 009C) .. .... 5D0 | 228C (+ 008E) .. .... 57C | 4700 .. ... . |
|  1761 | ....  ... ..  .. .... B84 | 2325 (+ 009D) .. .... 5D6 | 231B (+ 008F) .. .... 582 | 4900 .. ... . |
|  1762 | ....  ... ..  .. .... B88 | 23C3 (+ 009E) .. .... 5DC | 23AB (+ 0090) .. .... 588 | 4B00 .. ... . |
|  1763 | ....  ... ..  .. .... B8C | 2462 (C#5 BD) .. .... 5E2 | 243C (C#5 BD) .. .... 58E | 4D00 .. ... . |
|  1764 | ....  ... ..  40 0F00 ... | 2502 (+ 00A0) .. .... 5E8 | 24CE (+ 0092) .. .... 594 | .... .. ... . |
|  1765 | ....  ... ..  .. .... B90 | 2461 (- 00A1) .. .... 5EE | 243B (- 0093) .. .... 59A | 4F00 .. ... . |
|  1766 | ....  ... ..  09 564A ... | 23BF (C-5 BC) .. .... 5F4 | 23A7 (C-5 BC) .. .... 5A0 | .... .. ... . |
|  1767 | 1A13  G-4 B7  41 .... B94 | 231C (- 00A3) .. .... 5FA | 2312 (- 0095) .. .... 5A6 | 5100 .. ... . |
|  1768 | ....  ... ..  .. .... B98 | 2278 (- 00A4) .. .... 600 | 227C (- 0096) .. .... 5AC | 5300 .. ... . |
|  1769 | ....  ... ..  .. .... B9C | 21D3 (B-4 BB) .. .... 606 | 21E5 (- 0097) .. .... 5B2 | 5500 .. ... . |
|  1770 | ....  ... ..  .. .... BA0 | 212D (- 00A6) .. .... 60C | 214D (B-4 BB) .. .... 5B8 | 5700 .. ... . |
|  1771 | ....  ... ..  40 0F00 ... | 2086 (- 00A7) .. .... 612 | 20B4 (- 0099) .. .... 5BE | .... .. ... . |
|  1772 | ....  ... ..  .. .... BA4 | 212E (+ 00A8) .. .... 618 | 214E (+ 009A) .. .... 5C4 | 5900 .. ... . |
|  1773 | ....  ... ..  09 204A ... | 21D7 (C-5 BC) .. .... 61E | 21E9 (C-5 BC) .. .... 5CA | .... .. ... . |
|  1774 | 14AF  D#4 B3  41 .... BA8 | 2281 (+ 00AA) .. .... 624 | 2285 (+ 009C) .. .... 5D0 | 5B00 .. ... . |
|  1775 | ....  ... ..  .. .... BAC | 232C (+ 00AB) .. .... 62A | 2322 (+ 009D) .. .... 5D6 | 5D00 .. ... . |
|  1776 | ....  ... ..  .. .... BB0 | 23D8 (+ 00AC) .. .... 630 | 23C0 (+ 009E) .. .... 5DC | 5F00 .. ... . |
|  1777 | ....  ... ..  .. .... BB4 | 2485 (C#5 BD) .. .... 636 | 245F (C#5 BD) .. .... 5E2 | 6100 .. ... . |
|  1778 | ....  ... ..  40 0F00 ... | 22D3 (C-5 BC) .. .... ... | 24FF (+ 00A0) .. .... 5E8 | .... .. ... . |
|  1779 | ....  ... ..  .. .... BB8 | 2533 (C#5 BD) .. .... 63C | 245E (- 00A1) .. .... 5EE | 6300 .. ... . |
|  1780 | ....  ... ..  09 564A ... | 2484 (- 00AF) .. .... 642 | 23BC (C-5 BC) .. .... 5F4 | .... .. ... . |
|  1781 | 1168  C-4 B0  41 .... BBC | 23D4 (C-5 BC) .. .... 648 | 2319 (- 00A3) .. .... 5FA | 6500 .. ... . |
|  1782 | ....  ... ..  .. .... BC0 | 2323 (- 00B1) .. .... 64E | 2275 (- 00A4) .. .... 600 | 6700 .. ... . |
|  1783 | ....  ... ..  .. .... BC4 | 2271 (- 00B2) .. .... 654 | 21D0 (B-4 BB) .. .... 606 | 6900 .. ... . |
|  1784 | ....  ... ..  .. .... BC8 | 21BE (B-4 BB) .. .... 65A | 212A (- 00A6) .. .... 60C | 6B00 .. ... . |
|  1785 | ....  ... ..  40 0F00 ... | 210A (- 00B4) .. .... 660 | 2083 (- 00A7) .. .... 612 | .... .. ... . |
|  1786 | ....  ... ..  .. .... BCC | 2055 (- 00B5) .. .... 666 | 212B (+ 00A8) .. .... 618 | 6D00 .. ... . |
|  1787 | ....  ... ..  09 204A ... | 210B (+ 00B6) .. .... 660 | 21D4 (+ 00A9) .. .... 61E | .... .. ... . |
|  1788 | 1A13  G-4 B7  41 .... BD0 | 21C2 (+ 00B7) .. .... 65A | 227E (C-5 BC) .. .... 624 | 6F00 .. ... . |
|  1789 | ....  ... ..  .. .... BD4 | 227A (C-5 BC) .. .... 654 | 2329 (+ 00AB) .. .... 62A | 7100 .. ... . |
|  1790 | ....  ... ..  .. .... BD8 | 2333 (+ 00B9) .. .... 64E | 23D5 (+ 00AC) .. .... 630 | 7300 .. ... . |
|  1791 | ....  ... ..  .. .... BDC | 23ED (C#5 BD) .. .... 648 | 2482 (C#5 BD) .. .... 636 | 7500 .. ... . |
|  1792 | ....  ... ..  40 0F00 ... | ....  ... ..  .. 0F00 ... | 22D0 (C-5 BC) .. .... ... | .... .. ... . |
|  1793 | ....  ... ..  .. .... BE0 | 24A8 (+ 00BB) .. .... 642 | 2530 (C#5 BD) .. .... 63C | 7700 .. ... . |
|  1794 | ....  ... ..  09 0FE3 ... | ....  ... ..  09 564A ... | 2481 (- 00AF) .. .... 642 | .... F1 ... . |
|  1795 | 045A  C-2 98  41 .... C38 | 116B  C-4 B0  41 .... 646 | 23D1 (C-5 BC) .. .... 648 | 2F00 .. ... . |
|  1796 | ....  ... ..  .. .... C70 | ....  ... ..  .. .... 64A | 2320 (- 00B1) .. .... 64E | 2800 .. ... . |
|  1797 | ....  ... ..  .. .... CA8 | ....  ... ..  .. .... 64E | 226E (- 00B2) .. .... 654 | 2100 .. ... . |
|  1798 | ....  ... ..  .. .... CAC | ....  ... ..  .. .... 652 | 21BB (B-4 BB) .. .... 65A | 1A00 .. ... . |
|  1799 | ....  ... ..  .. .... ... | ....  ... ..  40 0F00 ... | 2107 (- 00B4) .. .... 660 | .... .. ... . |
|  1800 | ....  ... ..  .. .... CB0 | ....  ... ..  .. .... 656 | 2052 (- 00B5) .. .... 666 | 1300 .. ... . |
|  1801 | 022D (C-1 8C) .. .... CB4 | ....  ... ..  09 204A ... | 2108 (+ 00B6) .. .... 660 | 0C00 .. ... . |
|  1802 | ....  ... ..  .. .... CB8 | 138B  D-4 B2  41 .... 65A | 21BF (+ 00B7) .. .... 65A | 0500 .. ... . |
|  1803 | ....  ... ..  .. .... CBC | ....  ... ..  .. .... 65E | 2277 (C-5 BC) .. .... 654 | 0700 .. ... . |
|  1804 | ....  ... ..  .. .... CC0 | ....  ... ..  .. .... 662 | 2330 (+ 00B9) .. .... 64E | 0900 .. ... . |
|  1805 | ....  ... ..  .. .... CC4 | ....  ... ..  .. .... 666 | 23EA (C#5 BD) .. .... 648 | 0B00 .. ... . |
|  1806 | ....  ... ..  .. .... ... | ....  ... ..  40 0F00 ... | 24A5 (+ 00BB) .. .... 642 | .... .. ... . |
|  1807 | ....  ... ..  .. .... CC8 | ....  ... ..  .. .... 66A | 2561 (+ 00BC) .. .... 63C | 0D00 .. ... . |
|  1808 | 045A (C-2 98) .. .... CCC | ....  ... ..  09 564A ... | 24A4 (- 00BD) .. .... 636 | 0F00 .. ... . |
|  1809 | ....  ... ..  .. .... CD0 | 14B2  D#4 B3  41 .... 66E | 23E6 (- 00BE) .. .... 630 | 1100 .. ... . |
|  1810 | ....  ... ..  .. .... CD4 | ....  ... ..  .. .... 672 | 2327 (C-5 BC) .. .... 62A | 1300 .. ... . |
|  1811 | ....  ... ..  .. .... CD8 | ....  ... ..  .. .... 676 | 2267 (- 00C0) .. .... 624 | 1500 .. ... . |
|  1812 | ....  ... ..  .. .... CDC | ....  ... ..  .. .... 67A | 21A6 (B-4 BB) .. .... 61E | 1700 .. ... . |
|  1813 | ....  ... ..  .. .... ... | ....  ... ..  40 0F00 ... | 20E4 (- 00C2) .. .... 618 | .... .. ... . |
|  1814 | ....  ... ..  .. .... CE0 | ....  ... ..  .. .... 67E | 2021 (- 00C3) .. .... 612 | 1900 .. ... . |
|  1815 | 022D (C-1 8C) .. .... CE4 | ....  ... ..  09 204A ... | 20E5 (+ 00C4) .. .... 60C | 1B00 .. ... . |
|  1816 | ....  ... ..  .. .... CE8 | 116B  C-4 B0  41 .... 682 | 21AA (+ 00C5) .. .... 606 | 1D00 .. ... . |
