Load address: $1000 Init address: $1000 Play address: $1003
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   759 | 1168  C-4 B0  41 .... 054 | 19F2 (- 0033) .. .... 594 | 19F6 (- 0025) .. .... 5E8 | C100 .. ... . |
|   760 | ....  ... ..  .. .... 058 | 19BE (- 0034) .. .... 58E | 19D0 (- 0026) .. .... 5E2 | C300 .. ... . |
|   761 | ....  ... ..  .. .... 05C | 1989 (- 0035) .. .... 588 | 19A9 (- 0027) .. .... 5DC | C500 .. ... . |
|   762 | ....  ... ..  .. .... 060 | 1953 (F#4 B6) .. .... 582 | 1981 (- 0028) .. .... 5D6 | C700 .. ... . |
|   763 | ....  ... ..  40 0F00 ... | 198A (G-4 B7) .. .... 57C | 19AA (+ 0029) .. .... 5D0 | .... .. ... . |
|   764 | ....  ... ..  .. .... 064 | 19C2 (+ 0038) .. .... 576 | 19D4 (+ 002A) .. .... 5CA | C500 .. ... . |
|   765 | ....  ... ..  09 204A ... | 19FB (+ 0039) .. .... 570 | 19FF (+ 002B) .. .... 5C4 | .... .. ... . |
|   766 | 1A13  G-4 B7  41 .... 068 | 1A35 (+ 003A) .. .... 576 | 1A2B (+ 002C) .. .... 5BE | C300 .. ... . |
|   767 | ....  ... ..  .. .... 06C | 1A70 (+ 003B) .. .... 57C | 1A58 (+ 002D) .. .... 5B8 | C100 .. ... . |
|   768 | ....  ... ..  .. .... 070 | 1AAC (+ 003C) .. .... 582 | 1A86 (+ 002E) .. .... 5B2 | BF00 .. ... . |
|   769 | ....  ... ..  .. .... 074 | 1AE9 (G#4 B8) .. .... 588 | 1AB5 (+ 002F) .. .... 5AC | BD00 .. ... . |
|   770 | ....  ... ..  40 0F00 ... | 1AAB (G-4 B7) .. .... 58E | 1A85 (- 0030) .. .... 5A6 | .... .. ... . |
|   771 | ....  ... ..  .. .... 078 | 1A6C (- 003F) .. .... 594 | 1A54 (- 0031) .. .... 5A0 | BB00 .. ... . |
|   772 | ....  ... ..  09 564A ... | 1A2C (- 0040) .. .... 59A | 1A22 (- 0032) .. .... 59A | .... .. ... . |
|   773 | 14AF  D#4 B3  41 .... 07C | 19EB (- 0041) .. .... 5A0 | 19EF (- 0033) .. .... 594 | B900 .. ... . |
|   774 | ....  ... ..  .. .... 080 | 19A9 (- 0042) .. .... 5A6 | 19BB (- 0034) .. .... 58E | B700 .. ... . |
|   775 | ....  ... ..  .. .... 084 | 1966 (- 0043) .. .... 5AC | 1986 (- 0035) .. .... 588 | B500 .. ... . |
|   776 | ....  ... ..  .. .... 088 | 1922 (F#4 B6) .. .... 5B2 | 1950 (F#4 B6) .. .... 582 | B300 .. ... . |
|   777 | ....  ... ..  40 0F00 ... | 1967 (G-4 B7) .. .... 5B8 | 1987 (G-4 B7) .. .... 57C | .... .. ... . |
|   778 | ....  ... ..  .. .... 08C | 19AD (+ 0046) .. .... 5BE | 19BF (+ 0038) .. .... 576 | B100 .. ... . |
|   779 | ....  ... ..  09 204A ... | 19F4 (+ 0047) .. .... 5C4 | 19F8 (+ 0039) .. .... 570 | .... .. ... . |
|   780 | 1168  C-4 B0  41 .... 090 | 1A3C (+ 0048) .. .... 5CA | 1A32 (+ 003A) .. .... 576 | AF00 .. ... . |
|   781 | ....  ... ..  .. .... 094 | 1A85 (+ 0049) .. .... 5D0 | 1A6D (+ 003B) .. .... 57C | AD00 .. ... . |
|   782 | ....  ... ..  .. .... 098 | 1ACF (+ 004A) .. .... 5D6 | 1AA9 (+ 003C) .. .... 582 | AB00 .. ... . |
|   783 | ....  ... ..  .. .... 09C | 1B1A (G#4 B8) .. .... 5DC | 1AE6 (G#4 B8) .. .... 588 | A900 .. ... . |
|   784 | ....  ... ..  40 0F00 ... | 1A16 (G-4 B7) .. .... ... | 1AA8 (G-4 B7) .. .... 58E | .... .. ... . |
|   785 | ....  ... ..  .. .... 0A0 | 1ACE (+ 00B8) .. .... 5E2 | 1A69 (- 003F) .. .... 594 | A700 .. ... . |
|   786 | ....  ... ..  09 564A ... | 1A81 (- 004D) 40 .... 5E8 | 1A29 (- 0040) .. .... 59A | .... .. ... . |
|   787 | 1A13  G-4 B7  41 .... 0A4 | 1A33 (- 004E) .. .... 5EE | 19E8 (- 0041) .. .... 5A0 | A500 .. ... . |
|   788 | ....  ... ..  .. .... 0A8 | 19E4 (- 004F) .. .... 5F4 | 19A6 (- 0042) .. .... 5A6 | A300 .. ... . |
|   789 | ....  ... ..  .. .... 0AC | 1994 (- 0050) .. .... 5FA | 1963 (- 0043) .. .... 5AC | A100 .. ... . |
|   790 | ....  ... ..  .. .... 0B0 | 1943 (F#4 B6) .. .... 600 | 191F (F#4 B6) .. .... 5B2 | 9F00 .. ... . |
|   791 | ....  ... ..  40 0F00 ... | 18F1 (- 0052) .. .... 606 | 1964 (G-4 B7) .. .... 5B8 | .... .. ... . |
|   792 | ....  ... ..  .. .... 0B4 | 1944 (+ 0053) .. .... 60C | 19AA (+ 0046) .. .... 5BE | 9D00 .. ... . |
|   793 | ....  ... ..  09 204A ... | 1998 (G-4 B7) .. .... 612 | 19F1 (+ 0047) .. .... 5C4 | .... .. ... . |
|   794 | 14AF  D#4 B3  41 .... 0B8 | 19ED (+ 0055) .. .... 618 | 1A39 (+ 0048) .. .... 5CA | 9B00 .. ... . |
|   795 | ....  ... ..  .. .... 0BC | 1A43 (+ 0056) .. .... 61E | 1A82 (+ 0049) .. .... 5D0 | 9900 .. ... . |
|   796 | ....  ... ..  .. .... 0C0 | 1A9A (+ 0057) .. .... 624 | 1ACC (+ 004A) .. .... 5D6 | 9700 .. ... . |
|   797 | ....  ... ..  .. .... 0C4 | 1AF2 (G#4 B8) .. .... 62A | 1B17 (G#4 B8) .. .... 5DC | 9500 .. ... . |
|   798 | ....  ... ..  40 0F00 ... | 1B4B (+ 0059) .. .... 630 | 1A13 (G-4 B7) .. .... ... | .... .. ... . |
|   799 | ....  ... ..  .. .... 0C8 | 1AF1 (- 005A) .. .... 636 | 1ACB (+ 00B8) .. .... 5E2 | 9300 .. ... . |
|   800 | ....  ... ..  09 564A ... | 1A96 (G-4 B7) .. .... 63C | 1A7E (- 004D) 40 .... 5E8 | .... .. ... . |
|   801 | 14AF  D#4 B3  41 .... 0CC | 1A3A (- 005C) .. .... 642 | 1A30 (- 004E) .. .... 5EE | 9100 .. ... . |
|   802 | ....  ... ..  .. .... 0D0 | 19DD (- 005D) .. .... 648 | 19E1 (- 004F) .. .... 5F4 | 8F00 .. ... . |
|   803 | ....  ... ..  .. .... 0D4 | 197F (- 005E) .. .... 64E | 1991 (- 0050) .. .... 5FA | 8D00 .. ... . |
|   804 | ....  ... ..  .. .... 0D8 | 1920 (F#4 B6) .. .... 654 | 1940 (F#4 B6) .. .... 600 | 8B00 .. ... . |
|   805 | ....  ... ..  40 0F00 ... | 18C0 (- 0060) .. .... 65A | 18EE (- 0052) .. .... 606 | .... .. ... . |
|   806 | ....  ... ..  .. .... 0DC | 1921 (+ 0061) .. .... 660 | 1941 (+ 0053) .. .... 60C | 8900 .. ... . |
|   807 | ....  ... ..  09 204A ... | 1983 (G-4 B7) .. .... 666 | 1995 (G-4 B7) .. .... 612 | .... .. ... . |
|   808 | 1A13  G-4 B7  41 .... 0E0 | 19E6 (+ 0063) .. .... 660 | 19EA (+ 0055) .. .... 618 | 8700 .. ... . |
|   809 | ....  ... ..  .. .... 0E4 | 1A4A (+ 0064) .. .... 65A | 1A40 (+ 0056) .. .... 61E | 8500 .. ... . |
|   810 | ....  ... ..  .. .... 0E8 | 1AAF (+ 0065) .. .... 654 | 1A97 (+ 0057) .. .... 624 | 8300 .. ... . |
|   811 | ....  ... ..  .. .... 0EC | 1B15 (G#4 B8) .. .... 64E | 1AEF (G#4 B8) .. .... 62A | 8100 .. ... . |
|   812 | ....  ... ..  40 0F00 ... | 1B7C (+ 0067) .. .... 648 | 1B48 (+ 0059) .. .... 630 | .... .. ... . |
|   813 | ....  ... ..  .. .... 0F0 | 1B14 (- 0068) .. .... 642 | 1AEE (- 005A) .. .... 636 | 7F00 .. ... . |
|   814 | ....  ... ..  09 564A ... | 1AAB (G-4 B7) .. .... 63C | 1A93 (G-4 B7) .. .... 63C | .... .. ... . |
|   815 | 1A13  G-4 B7  41 .... 0F4 | 1A41 (- 006A) .. .... 636 | 1A37 (- 005C) .. .... 642 | 7D00 .. ... . |
|   816 | ....  ... ..  .. .... 0F8 | 19D6 (- 006B) .. .... 630 | 19DA (- 005D) .. .... 648 | 7B00 .. ... . |
|   817 | ....  ... ..  .. .... 0FC | 196A (- 006C) .. .... 62A | 197C (- 005E) .. .... 64E | 7900 .. ... . |
|   818 | ....  ... ..  .. .... 100 | 18FD (F#4 B6) .. .... 624 | 191D (F#4 B6) .. .... 654 | 7700 .. ... . |
|   819 | ....  ... ..  40 0F00 ... | 188F (- 006E) .. .... 61E | 18BD (- 0060) .. .... 65A | .... .. ... . |
|   820 | ....  ... ..  .. .... 104 | 18FE (+ 006F) .. .... 618 | 191E (+ 0061) .. .... 660 | 7500 .. ... . |
|   821 | ....  ... ..  09 204A ... | 196E (G-4 B7) .. .... 612 | 1980 (G-4 B7) .. .... 666 | .... .. ... . |
|   822 | 14AF  D#4 B3  41 .... 108 | 19DF (+ 0071) .. .... 60C | 19E3 (+ 0063) .. .... 660 | 7300 .. ... . |
|   823 | ....  ... ..  .. .... 10C | 1A51 (+ 0072) .. .... 606 | 1A47 (+ 0064) .. .... 65A | 7100 .. ... . |
|   824 | ....  ... ..  .. .... 110 | 1AC4 (+ 0073) .. .... 600 | 1AAC (+ 0065) .. .... 654 | 6F00 .. ... . |
|   825 | ....  ... ..  .. .... 114 | 1B38 (G#4 B8) .. .... 5FA | 1B12 (G#4 B8) .. .... 64E | 6D00 .. ... . |
|   826 | ....  ... ..  40 0F00 ... | 1BAD (+ 0075) .. .... 5F4 | 1B79 (+ 0067) .. .... 648 | .... .. ... . |
|   827 | ....  ... ..  .. .... 118 | 1B37 (- 0076) .. .... 5EE | 1B11 (- 0068) .. .... 642 | 6B00 .. ... . |
|   828 | ....  ... ..  09 564A ... | 1AC0 (G-4 B7) .. .... 5E8 | 1AA8 (G-4 B7) .. .... 63C | .... .. ... . |
|   829 | 22D0  C-5 BC  41 .... 11C | 1A48 (- 0078) .. .... 5E2 | 1A3E (- 006A) .. .... 636 | 6900 .. ... . |
|   830 | ....  ... ..  .. .... 120 | 19CF (- 0079) .. .... 5DC | 19D3 (- 006B) .. .... 630 | 6700 .. ... . |
|   831 | ....  ... ..  .. .... 124 | 1955 (F#4 B6) .. .... 5D6 | 1967 (- 006C) .. .... 62A | 6500 .. ... . |
|   832 | ....  ... ..  .. .... 128 | 18DA (- 007B) .. .... 5D0 | 18FA (F#4 B6) .. .... 624 | 6300 .. ... . |
|   833 | ....  ... ..  40 0F00 ... | 185E (- 007C) .. .... 5CA | 188C (- 006E) .. .... 61E | .... .. ... . |
|   834 | ....  ... ..  .. .... 12C | 18DB (+ 007D) .. .... 5C4 | 18FB (+ 006F) .. .... 618 | 6100 .. ... . |
|   835 | ....  ... ..  09 204A ... | 1959 (+ 007E) .. .... 5BE | 196B (G-4 B7) .. .... 612 | .... .. ... . |
|   836 | 1A13  G-4 B7  41 .... 130 | 19D8 (G-4 B7) .. .... 5B8 | 19DC (+ 0071) .. .... 60C | 5F00 .. ... . |
|   837 | ....  ... ..  .. .... 134 | 1A58 (+ 0080) .. .... 5B2 | 1A4E (+ 0072) .. .... 606 | 5D00 .. ... . |
|   838 | ....  ... ..  .. .... 138 | 1AD9 (+ 0081) .. .... 5AC | 1AC1 (+ 0073) .. .... 600 | 5B00 .. ... . |
|   839 | ....  ... ..  .. .... 13C | 1B5B (G#4 B8) .. .... 5A6 | 1B35 (G#4 B8) .. .... 5FA | 5900 .. ... . |
|   840 | ....  ... ..  40 0F00 ... | 1BDE (+ 0083) .. .... 5A0 | 1BAA (+ 0075) .. .... 5F4 | .... .. ... . |
|   841 | ....  ... ..  .. .... 140 | 1B5A (- 0084) .. .... 59A | 1B34 (- 0076) .. .... 5EE | 5700 .. ... . |
|   842 | ....  ... ..  09 564A ... | 1AD5 (G-4 B7) .. .... 594 | 1ABD (G-4 B7) .. .... 5E8 | .... .. ... . |
|   843 | 295E  D#5 BF  41 .... 144 | 1A4F (- 0086) .. .... 58E | 1A45 (- 0078) .. .... 5E2 | 5500 .. ... . |
|   844 | ....  ... ..  .. .... 148 | 19C8 (- 0087) .. .... 588 | 19CC (- 0079) .. .... 5DC | 5300 .. ... . |
|   845 | ....  ... ..  .. .... 14C | 1940 (F#4 B6) .. .... 582 | 1952 (F#4 B6) .. .... 5D6 | 5100 .. ... . |
|   846 | ....  ... ..  .. .... 150 | 18B7 (- 0089) .. .... 57C | 18D7 (- 007B) .. .... 5D0 | 4F00 .. ... . |
|   847 | ....  ... ..  40 0F00 ... | 182D (- 008A) .. .... 576 | 185B (- 007C) .. .... 5CA | .... .. ... . |
|   848 | ....  ... ..  .. .... 154 | 18B8 (+ 008B) .. .... 570 | 18D8 (+ 007D) .. .... 5C4 | 4D00 .. ... . |
|   849 | ....  ... ..  09 204A ... | 1944 (+ 008C) .. .... 576 | 1956 (+ 007E) .. .... 5BE | .... .. ... . |
|   850 | 22D0  C-5 BC  41 .... 158 | 19D1 (G-4 B7) .. .... 57C | 19D5 (G-4 B7) .. .... 5B8 | 4B00 .. ... . |
|   851 | ....  ... ..  .. .... 15C | 1A5F (+ 008E) .. .... 582 | 1A55 (+ 0080) .. .... 5B2 | 4900 .. ... . |
|   852 | ....  ... ..  .. .... 160 | 1AEE (G#4 B8) .. .... 588 | 1AD6 (+ 0081) .. .... 5AC | 4700 .. ... . |
|   853 | ....  ... ..  .. .... 164 | 1B7E (+ 0090) .. .... 58E | 1B58 (G#4 B8) .. .... 5A6 | 4500 .. ... . |
|   854 | ....  ... ..  40 0F00 ... | ....  ... ..  .. 0F00 ... | 1BDB (+ 0083) .. .... 5A0 | .... .. ... . |
|   855 | ....  ... ..  .. .... 168 | 1C0F (+ 0091) .. .... 594 | 1B57 (- 0084) .. .... 59A | 4300 .. ... . |
|   856 | ....  ... ..  09 564A ... | ....  ... ..  09 0BAB ... | 1AD2 (G-4 B7) .. .... 594 | .... .. ... . |
|   857 | 2710  D-5 BE  41 .... 16C | 1F07  A#4 BA  41 .... 5EE | 1A4C (- 0086) .. .... 58E | 4100 .. ... . |
|   858 | ....  ... ..  .. .... 170 | ....  ... ..  .. .... 5DC | 19C5 (- 0087) .. .... 588 | 3F00 .. ... . |
|   859 | ....  ... ..  .. .... 174 | ....  ... ..  .. .... 5CA | 193D (F#4 B6) .. .... 582 | 3D00 .. ... . |
|   860 | ....  ... ..  .. .... 178 | ....  ... ..  .. .... 5B8 | 18B4 (- 0089) .. .... 57C | 3B00 .. ... . |
|   861 | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... 5A6 | 182A (- 008A) .. .... 576 | .... .. ... . |
|   862 | ....  ... ..  .. .... 17C | ....  ... ..  .. .... 594 | 18B5 (+ 008B) .. .... 570 | 3900 .. ... . |
|   863 | ....  ... ..  09 204A ... | ....  ... ..  .. .... 582 | 1941 (+ 008C) .. .... 576 | .... .. ... . |
|   864 | 14AF  D#4 B3  41 .... 180 | ....  ... ..  .. .... 570 | 19CE (G-4 B7) .. .... 57C | 3700 .. ... . |
|   865 | ....  ... ..  .. .... 184 | ....  ... ..  .. .... 576 | 1A5C (+ 008E) .. .... 582 | 3500 .. ... . |
|   866 | ....  ... ..  .. .... 188 | ....  ... ..  .. .... 57C | 1AEB (G#4 B8) .. .... 588 | 3300 .. ... . |
|   867 | ....  ... ..  .. .... 18C | ....  ... ..  .. .... 582 | 1B7B (+ 0090) .. .... 58E | 3100 .. ... . |
|   868 | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... ... | 1A13 (G-4 B7) .. .... ... | .... .. ... . |
|   869 | ....  ... ..  .. .... 190 | ....  ... ..  .. .... 588 | 1C0C (G#4 B8) .. .... 594 | 2F00 .. ... . |
|   870 | ....  ... ..  09 564A ... | 1F08 (+ 0001) .. .... 58E | ....  ... ..  09 .... ... | .... .. ... . |
|   871 | 22D0  C-5 BC  41 .... 194 | 1F0A (+ 0002) .. .... 594 | 1F04  A#4 BA  41 .... 5EE | 2D00 .. ... . |
|   872 | ....  ... ..  .. .... 198 | 1F0D (+ 0003) .. .... 59A | ....  ... ..  .. .... 5DC | 2B00 .. ... . |
|   873 | ....  ... ..  .. .... 19C | 1F11 (+ 0004) .. .... 5A0 | ....  ... ..  .. .... 5CA | 2900 .. ... . |
|   874 | ....  ... ..  .. .... 1A0 | 1F16 (+ 0005) .. .... 5A6 | ....  ... ..  .. .... 5B8 | 2700 .. ... . |
|   875 | ....  ... ..  40 0F00 ... | 1F10 (- 0006) .. .... 5AC | ....  ... ..  .. .... 5A6 | .... .. ... . |
|   876 | ....  ... ..  .. .... 1A4 | 1F09 (- 0007) .. .... 5B2 | ....  ... ..  .. .... 594 | 2500 .. ... . |
|   877 | ....  ... ..  09 204A ... | 1F01 (- 0008) .. .... 5B8 | ....  ... ..  .. .... 582 | .... .. ... . |
|   878 | 1388  D-4 B2  41 .... 1A8 | 1EF8 (- 0009) .. .... 5BE | ....  ... ..  .. .... 570 | 2300 .. ... . |
|   879 | ....  ... ..  .. .... 1AC | 1EEE (- 000A) .. .... 5C4 | ....  ... ..  .. .... 576 | 2100 .. ... . |
|   880 | ....  ... ..  .. .... 1B0 | 1EE3 (- 000B) .. .... 5CA | ....  ... ..  .. .... 57C | 1F00 .. ... . |
|   881 | ....  ... ..  .. .... 1B4 | 1ED7 (- 000C) .. .... 5D0 | ....  ... ..  .. .... 582 | 1D00 .. ... . |
|   882 | ....  ... ..  40 0F00 ... | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... ... | .... .. ... . |
|   883 | ....  ... ..  .. .... 1B8 | 1EE4 (+ 000D) .. .... 5D6 | ....  ... ..  .. .... 588 | 1B00 .. ... . |
|   884 | ....  ... ..  09 564A ... | ....  ... ..  09 0BAB ... | 1F05 (+ 0001) .. .... 58E | .... .. ... . |
|   885 | 1739  F-4 B5  41 .... 1BC | 1BA4  G#4 B8  41 .... 5EE | 1F07 (+ 0002) .. .... 594 | 1900 .. ... . |
|   886 | ....  ... ..  .. .... 1C0 | ....  ... ..  .. .... 5DC | 1F0A (+ 0003) .. .... 59A | 1700 .. ... . |
|   887 | ....  ... ..  .. .... 1C4 | ....  ... ..  .. .... 5CA | 1F0E (+ 0004) .. .... 5A0 | 1500 .. ... . |
|   888 | ....  ... ..  .. .... 1C8 | ....  ... ..  .. .... 5B8 | 1F13 (+ 0005) .. .... 5A6 | 1300 .. ... . |
|   889 | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... 5A6 | 1F0D (- 0006) .. .... 5AC | .... .. ... . |
|   890 | ....  ... ..  .. .... 1CC | ....  ... ..  .. .... 594 | 1F06 (- 0007) .. .... 5B2 | 1100 .. ... . |
|   891 | ....  ... ..  09 204A ... | ....  ... ..  .. .... 582 | 1EFE (- 0008) .. .... 5B8 | .... .. ... . |
|   892 | 1388  D-4 B2  41 .... 1D0 | ....  ... ..  .. .... 570 | 1EF5 (- 0009) .. .... 5BE | 0F00 .. ... . |
|   893 | ....  ... ..  .. .... 1D4 | ....  ... ..  .. .... 576 | 1EEB (- 000A) .. .... 5C4 | 0D00 .. ... . |
|   894 | ....  ... ..  .. .... 1D8 | ....  ... ..  .. .... 57C | 1EE0 (- 000B) .. .... 5CA | 0B00 .. ... . |
|   895 | ....  ... ..  .. .... 1DC | ....  ... ..  .. .... 582 | 1ED4 (- 000C) .. .... 5D0 | 0900 .. ... . |
|   896 | ....  ... ..  40 0F00 ... | ....  ... ..  40 0F00 ... | 1F04 (+ 0030) 40 .... ... | .... .. ... . |
|   897 | ....  ... ..  .. .... 1E0 | ....  ... ..  .. .... 588 | 1EE1 (- 0023) .. .... 5D6 | 0700 .. ... . |
|   898 | ....  ... ..  09 564A ... | ....  ... ..  09 0BAB ... | ....  ... ..  09 .... ... | .... .. ... . |
|   899 | 1739  F-4 B5  41 .... 1E4 | 1A16  G-4 B7  41 .... 5EE | 1BA1  G#4 B8  41 .... 5EE | 0500 .. ... . |
|   900 | ....  ... ..  .. .... 1E8 | ....  ... ..  .. .... 5DC | ....  ... ..  .. .... 5DC | 0700 .. ... . |
|   901 | ....  ... ..  .. .... 1EC | ....  ... ..  .. .... 5CA | ....  ... ..  .. .... 5CA | 0900 .. ... . |
|   902 | ....  ... ..  .. .... 1F0 | ....  ... ..  .. .... 5B8 | ....  ... ..  .. .... 5B8 | 0B00 .. ... . |
|   903 | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... 5A6 | ....  ... ..  .. .... 5A6 | .... .. ... . |
|   904 | ....  ... ..  .. .... 1F4 | ....  ... ..  .. .... 594 | ....  ... ..  .. .... 594 | 0D00 .. ... . |
|   905 | ....  ... ..  09 204A ... | ....  ... ..  .. .... 582 | ....  ... ..  .. .... 582 | .... .. ... . |
|   906 | 1739  F-4 B5  41 .... 1F8 | ....  ... ..  .. .... 570 | ....  ... ..  .. .... 570 | 0F00 .. ... . |
|   907 | ....  ... ..  .. .... 1FC | ....  ... ..  .. .... 576 | ....  ... ..  .. .... 576 | 1100 .. ... . |
|   908 | ....  ... ..  .. .... 200 | ....  ... ..  .. .... 57C | ....  ... ..  .. .... 57C | 1300 .. ... . |
|   909 | ....  ... ..  .. .... 204 | ....  ... ..  .. .... 582 | ....  ... ..  .. .... 582 | 1500 .. ... . |
|   910 | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... 588 | ....  ... ..  40 .... ... | .... .. ... . |
|   911 | ....  ... ..  .. .... 208 | ....  ... ..  .. .... 58E | ....  ... ..  .. .... 588 | 1700 .. ... . |
|   912 | ....  ... ..  09 564A ... | ....  ... ..  .. .... 594 | ....  ... ..  09 .... ... | .... .. ... . |
|   913 | 1BA1  G#4 B8  41 .... 20C | ....  ... ..  .. .... 59A | 1A13  G-4 B7  41 .... 5EE | 1900 .. ... . |
|   914 | ....  ... ..  .. .... 210 | ....  ... ..  .. .... 5A0 | ....  ... ..  .. .... 5DC | 1B00 .. ... . |
|   915 | ....  ... ..  .. .... 214 | ....  ... ..  .. .... 5A6 | ....  ... ..  .. .... 5CA | 1D00 .. ... . |
|   916 | ....  ... ..  .. .... 218 | ....  ... ..  .. .... 5AC | ....  ... ..  .. .... 5B8 | 1F00 .. ... . |
|   917 | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... 5B2 | ....  ... ..  .. .... 5A6 | .... .. ... . |
|   918 | ....  ... ..  .. .... 21C | ....  ... ..  .. .... 5B8 | ....  ... ..  .. .... 594 | 2100 .. ... . |
|   919 | ....  ... ..  09 204A ... | ....  ... ..  .. .... 5BE | ....  ... ..  .. .... 582 | .... .. ... . |
|   920 | 1A13  G-4 B7  41 .... 220 | ....  ... ..  .. .... 5C4 | ....  ... ..  .. .... 570 | 2300 .. ... . |
|   921 | ....  ... ..  .. .... 224 | ....  ... ..  .. .... 5CA | ....  ... ..  .. .... 576 | 2500 .. ... . |
|   922 | ....  ... ..  .. .... 228 | ....  ... ..  .. .... 5D0 | ....  ... ..  .. .... 57C | 2700 .. ... . |
|   923 | ....  ... ..  .. .... 22C | ....  ... ..  .. .... 5D6 | ....  ... ..  .. .... 582 | 2900 .. ... . |
|   924 | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... 5DC | ....  ... ..  .. .... 588 | .... .. ... . |
|   925 | ....  ... ..  .. .... 230 | ....  ... ..  .. .... 5E2 | ....  ... ..  .. .... 58E | 2B00 .. ... . |
|   926 | ....  ... ..  09 564A ... | ....  ... ..  .. .... 5E8 | ....  ... ..  .. .... 594 | .... .. ... . |
|   927 | 22D0  C-5 BC  41 .... 234 | ....  ... ..  .. .... 5EE | ....  ... ..  .. .... 59A | 2D00 .. ... . |
|   928 | ....  ... ..  .. .... 238 | ....  ... ..  .. .... 5F4 | ....  ... ..  .. .... 5A0 | 2F00 .. ... . |
|   929 | ....  ... ..  .. .... 23C | ....  ... ..  .. .... 5FA | ....  ... ..  .. .... 5A6 | 3100 .. ... . |
|   930 | ....  ... ..  .. .... 240 | ....  ... ..  .. .... 600 | ....  ... ..  .. .... 5AC | 3300 .. ... . |
|   931 | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... 606 | ....  ... ..  .. .... 5B2 | .... .. ... . |
|   932 | ....  ... ..  .. .... 244 | ....  ... ..  .. .... 60C | ....  ... ..  .. .... 5B8 | 3500 .. ... . |
|   933 | ....  ... ..  09 204A ... | ....  ... ..  .. .... 612 | ....  ... ..  .. .... 5BE | .... .. ... . |
|   934 | 1BA1  G#4 B8  41 .... 248 | ....  ... ..  .. .... 618 | ....  ... ..  .. .... 5C4 | 3700 .. ... . |
|   935 | ....  ... ..  .. .... 24C | ....  ... ..  .. .... 61E | ....  ... ..  .. .... 5CA | 3900 .. ... . |
|   936 | ....  ... ..  .. .... 250 | ....  ... ..  .. .... 624 | ....  ... ..  .. .... 5D0 | 3B00 .. ... . |
|   937 | ....  ... ..  .. .... 254 | ....  ... ..  .. .... 62A | ....  ... ..  .. .... 5D6 | 3D00 .. ... . |
|   938 | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... 630 | ....  ... ..  .. .... 5DC | .... .. ... . |
|   939 | ....  ... ..  .. .... 258 | ....  ... ..  .. .... 636 | ....  ... ..  .. .... 5E2 | 3F00 .. ... . |
|   940 | ....  ... ..  09 564A ... | ....  ... ..  .. .... 63C | ....  ... ..  .. .... 5E8 | .... .. ... . |
|   941 | 1A13  G-4 B7  41 .... 25C | ....  ... ..  .. .... 642 | ....  ... ..  .. .... 5EE | 4100 .. ... . |
|   942 | ....  ... ..  .. .... 260 | ....  ... ..  .. .... 648 | ....  ... ..  .. .... 5F4 | 4300 .. ... . |
|   943 | ....  ... ..  .. .... 264 | ....  ... ..  .. .... 64E | ....  ... ..  .. .... 5FA | 4500 .. ... . |
|   944 | ....  ... ..  .. .... 268 | ....  ... ..  .. .... 654 | ....  ... ..  .. .... 600 | 4700 .. ... . |
|   945 | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... 606 | .... .. ... . |
|   946 | ....  ... ..  .. .... 26C | ....  ... ..  .. .... 65A | ....  ... ..  .. .... 60C | 4900 .. ... . |
|   947 | ....  ... ..  09 204A ... | 1A1C (+ 0006) .. .... 660 | ....  ... ..  .. .... 612 | .... .. ... . |
|   948 | 22D0  C-5 BC  41 .... 270 | 1A26 (+ 000A) .. .... 666 | ....  ... ..  .. .... 618 | 4B00 .. ... . |
|   949 | ....  ... ..  .. .... 274 | 1A34 (+ 000E) .. .... 660 | ....  ... ..  .. .... 61E | 4D00 .. ... . |
|   950 | ....  ... ..  .. .... 278 | 1A22 (- 0012) .. .... 65A | ....  ... ..  .. .... 624 | 4F00 .. ... . |
|   951 | ....  ... ..  .. .... 27C | 1A0C (- 0016) .. .... 654 | ....  ... ..  .. .... 62A | 5100 .. ... . |
|   952 | ....  ... ..  40 0F00 ... | 19F2 (- 001A) .. .... 64E | ....  ... ..  .. .... 630 | .... .. ... . |
|   953 | ....  ... ..  .. .... 280 | 19D4 (- 001E) .. .... 648 | ....  ... ..  .. .... 636 | 5300 .. ... . |
|   954 | ....  ... ..  09 564A ... | 19B2 (- 0022) .. .... 642 | ....  ... ..  .. .... 63C | .... .. ... . |
