Load address: $1000 Init address: $1000 Play address: $1003
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   721 | ....  ... ..  .. .... 4B8 | 133E (D-4 B2) 10 .... BB6 | 159A (E-4 B4) 10 .... BA2 | 2C00 .. ... . |
|   722 | ....  ... ..  .. .... 4E0 | 0C1F (F#3 AA) 20 .... BD6 | ....  ... ..  40 .... BB2 | 2D00 .. ... . |
|   723 | ....  ... ..  .. .... 508 | ....  ... ..  40 .... BF6 | ....  ... ..  20 .... BC2 | 2E00 .. ... . |
|   724 | ....  ... ..  .. .... 530 | 159A (E-4 B4) .. .... C16 | 5668 (E-6 CC) 12 .... BD3 | 2F00 .. ... . |
|   725 | ....  ... ..  .. .... 558 | ....  ... ..  .. .... C36 | 159A (E-4 B4) 10 .... BE3 | 3000 .. ... . |
|   726 | ....  ... ..  .. .... 580 | 102E (B-3 AF) .. .... C56 | ....  ... ..  40 .... BF3 | .... .. ... . |
|   727 | ....  ... ..  09 .... ... | ....  ... ..  .. .... C76 | ....  ... ..  20 .... C03 | .... .. ... . |
|   728 | 0ACD  ... ..  .. .... 3A8 | 0E6A (A-3 AD) 20 .... C96 | 5668 (E-6 CC) 12 .... C14 | 2800 .. ... . |
|   729 | 159A  E-4 B4  11 .... 3D0 | ....  ... ..  .. .... CB6 | 159A (E-4 B4) 10 .... C24 | .... .. ... . |
|   730 | 0ACD (E-3 A8) 41 .... 3F8 | 133E (D-4 B2) 10 .... CD7 | ....  ... ..  40 .... C34 | 2900 .. ... . |
|   731 | ....  ... ..  .. .... 420 | 0C1F (F#3 AA) 20 .... CF7 | ....  ... ..  20 .... C44 | 2A00 .. ... . |
|   732 | ....  ... ..  .. .... 448 | ....  ... ..  40 .... D17 | 5668 (E-6 CC) 12 .... C55 | 2B00 .. ... . |
|   733 | ....  ... ..  09 .... ... | 159A (E-4 B4) .. .... D37 | 159A (E-4 B4) 10 .... C65 | .... .. ... . |
|   734 | 0735  ... ..  .. .... 370 | ....  ... ..  .. .... D57 | ....  ... ..  40 .... C75 | 2800 .. ... . |
|   735 | 0E6A  A-3 AD  11 .... 398 | 102E (B-3 AF) .. .... D77 | ....  ... ..  20 .... C85 | .... .. ... . |
|   736 | 0735 (A-2 A1) 40 .... 3C0 | ....  ... ..  .. .... D97 | 5668 (E-6 CC) 12 .... C96 | 2900 .. ... . |
|   737 | ....  ... ..  .. .... 3E8 | 0E6A (A-3 AD) 20 .... DB7 | 159A (E-4 B4) 10 .... CA6 | 2A00 .. ... . |
|   738 | ....  ... ..  .. .... 410 | ....  ... ..  .. .... DD7 | ....  ... ..  40 .... CB6 | 2B00 .. ... . |
|   739 | ....  ... ..  09 00B5 ... | 133E (D-4 B2) 10 .... DF8 | ....  ... ..  20 .... CC6 | .... .. ... . |
|   740 | 048A  ... ..  .. .... 810 | 0C1F (F#3 AA) 20 .... E18 | 5668 (E-6 CC) 12 .... CD7 | 9000 .. ... . |
|   741 | 5C8A  F-6 CD  81 .... ... | ....  ... ..  40 .... E38 | 159A (E-4 B4) 10 .... CE7 | .... .. ... . |
|   742 | 060F (F#2 9E) 41 .... ... | 159A (E-4 B4) .. .... E58 | ....  ... ..  40 .... CF7 | 1800 .. ... . |
|   743 | 05B8 (F-2 9D) 40 .... ... | ....  ... ..  .. .... E78 | ....  ... ..  20 .... D07 | C000 .. ... . |
|   744 | ....  ... ..  .. .... ... | 102E (B-3 AF) .. .... E98 | 5668 (E-6 CC) 12 .... D18 | .... .. ... . |
|   745 | ....  ... ..  09 00F5 ... | ....  ... ..  .. .... EB8 | 159A (E-4 B4) 10 .... D28 | .... .. ... . |
|   746 | 0915  ... ..  .. .... ... | 0E6A (A-3 AD) 20 .... ED8 | ....  ... ..  40 .... D38 | 9000 .. ... . |
|   747 | 5C15  F-6 CD  81 .... ... | ....  ... ..  .. .... EF8 | ....  ... ..  20 .... D48 | .... .. ... . |
|   748 | 0CD8 (G-3 AB) 41 .... ... | 133E (D-4 B2) 10 .... F19 | 5668 (E-6 CC) 12 .... D59 | 1800 .. ... . |
|   749 | 0C1F (F#3 AA) 40 .... ... | 0C1F (F#3 AA) 20 .... F39 | 159A (E-4 B4) 10 .... D69 | C000 .. ... . |
|   750 | FE1F (B-7 DF) 80 .... ... | ....  ... ..  40 .... F59 | ....  ... ..  40 .... D79 | 7A00 .. ... . |
|   751 | ....  ... ..  09 0692 ... | 159A (E-4 B4) .. .... F79 | ....  ... ..  20 .... D89 | .... .. ... . |
|   752 | 0566  ... ..  .. .... 338 | ....  ... ..  .. .... F99 | 5668 (E-6 CC) 12 .... D9A | 4000 .. ... . |
|   753 | 0ACD  E-3 A8  11 .... 360 | 102E (B-3 AF) .. .... FB9 | 159A (E-4 B4) 10 .... DAA | .... .. ... . |
|   754 | 0566 (E-2 9C) 40 .... 388 | ....  ... ..  .. .... FD9 | ....  ... ..  40 .... DBA | 4100 .. ... . |
|   755 | ....  ... ..  .. .... 3B0 | 0E6A (A-3 AD) 20 .... FF9 | ....  ... ..  20 .... DCA | 4200 .. ... . |
|   756 | ....  ... ..  .. .... 3D8 | ....  ... ..  .. .... ... | 5668 (E-6 CC) 12 .... DDB | 4300 .. ... . |
|   757 | ....  ... ..  09 .... ... | 133E (D-4 B2) 10 .... FD9 | 159A (E-4 B4) 10 .... DEB | .... .. ... . |
|   758 | 0E6A  ... ..  .. .... 400 | 0C1F (F#3 AA) 20 .... FB8 | ....  ... ..  40 .... DFB | 3000 .. ... . |
|   759 | 1CD5  A-4 B9  11 .... 428 | ....  ... ..  40 .... F97 | ....  ... ..  20 .... E0B | .... .. ... . |
|   760 | 0E6A (A-3 AD) 41 .... 450 | 159A (E-4 B4) .. .... F76 | 5668 (E-6 CC) 12 .... E1C | 3100 .. ... . |
|   761 | ....  ... ..  .. .... 478 | ....  ... ..  .. .... F55 | 159A (E-4 B4) 10 .... E2C | 3200 .. ... . |
|   762 | ....  ... ..  .. .... 4A0 | 102E (B-3 AF) .. .... F34 | ....  ... ..  40 .... E3C | 3300 .. ... . |
|   763 | ....  ... ..  09 00F5 ... | ....  ... ..  .. .... F13 | ....  ... ..  20 .... E4C | .... .. ... . |
|   764 | 0915  ... ..  .. .... 8A0 | 0E6A (A-3 AD) 20 .... EF2 | 5668 (E-6 CC) 12 .... E5D | 9000 .. ... . |
|   765 | 5C15  F-6 CD  81 .... ... | ....  ... ..  .. .... ED1 | 159A (E-4 B4) 10 .... E6D | .... .. ... . |
|   766 | 0CD8 (G-3 AB) 41 .... ... | 133E (D-4 B2) 10 .... EB1 | ....  ... ..  40 .... E7D | 1800 .. ... . |
|   767 | 0C1F (F#3 AA) 40 .... ... | 0C1F (F#3 AA) 20 .... E90 | ....  ... ..  20 .... E8D | C000 .. ... . |
|   768 | FE1F (B-7 DF) 80 .... ... | ....  ... ..  40 .... E6F | 5668 (E-6 CC) 12 .... E9E | 7A00 .. ... . |
|   769 | ....  ... ..  09 00B5 ... | ....  ... ..  09 .... ... | ....  ... ..  09 2577 ... | .... .. ... . |
|   770 | 048A  ... ..  .. .... ... | ....  ... ..  .. .... 54E | 0E6A  ... ..  .. .... CFE | 9000 .. ... . |
|   771 | 5C8A  F-6 CD  81 .... ... | 0C1F  F#3 AA  21 .... 52D | 122A  C#4 B1  11 .... D5E | .... .. ... . |
|   772 | 060F (F#2 9E) 41 .... ... | 183F (F#4 B6) 10 .... 50C | 1125 (C-4 B0) 21 .... DBE | 1800 .. ... . |
|   773 | 05B8 (F-2 9D) 40 .... ... | 0E6A (A-3 AD) 20 .... 4EB | 102E (B-3 AF) .. .... E1E | C000 .. ... . |
|   774 | ....  ... ..  .. .... ... | ....  ... ..  40 .... 4CA | 0F46 (A#3 AE) 41 .... E7E | .... .. ... . |
|   775 | ....  ... ..  09 0692 ... | 1B37 (G#4 B8) .. .... 4A9 | 0D9B (G#3 AC) .. .... EDE | .... .. ... . |
|   776 | 060F  ... ..  .. .... 3C8 | ....  ... ..  .. .... 488 | ....  ... ..  .. .... F3F | 2000 .. ... . |
|   777 | 0C1F  F#3 AA  11 .... 3F0 | 159A (E-4 B4) .. .... 467 | ....  ... ..  .. .... FA0 | .... .. ... . |
|   778 | 060F (F#2 9E) 41 .... 418 | ....  ... ..  .. .... 446 | ....  ... ..  .. .... ... | 2100 .. ... . |
|   779 | ....  ... ..  .. .... 440 | 122A (C#4 B1) 20 .... 425 | ....  ... ..  .. .... F40 | 2200 .. ... . |
|   780 | ....  ... ..  .. .... 468 | ....  ... ..  .. .... 404 | ....  ... ..  .. .... EE0 | 2300 .. ... . |
|   781 | ....  ... ..  .. .... 490 | 183F (F#4 B6) 10 .... 3E4 | 0E6A (A-3 AD) .. .... E80 | 2400 .. ... . |
|   782 | ....  ... ..  .. .... 4B8 | 0E6A (A-3 AD) 20 .... 3C3 | ....  ... ..  .. .... E20 | 2500 .. ... . |
|   783 | ....  ... ..  .. .... 4E0 | ....  ... ..  40 .... 3A2 | ....  ... ..  .. .... DC0 | 2600 .. ... . |
|   784 | ....  ... ..  .. .... 508 | 1B37 (G#4 B8) .. .... 381 | ....  ... ..  .. .... D60 | 2700 .. ... . |
|   785 | ....  ... ..  .. .... 530 | ....  ... ..  .. .... 360 | ....  ... ..  .. .... D00 | 2800 .. ... . |
|   786 | ....  ... ..  .. .... 558 | 159A (E-4 B4) .. .... 33F | ....  ... ..  .. .... CA0 | .... .. ... . |
|   787 | ....  ... ..  40 .... 580 | ....  ... ..  .. .... 31E | 0D9B (G#3 AC) .. .... C40 | .... .. ... . |
|   788 | ....  ... ..  .. .... 5A8 | 122A (C#4 B1) 20 .... 2FD | ....  ... ..  .. .... BE0 | .... .. ... . |
|   789 | ....  ... ..  .. .... 5D0 | ....  ... ..  .. .... 2DC | ....  ... ..  .. .... B80 | .... .. ... . |
|   790 | ....  ... ..  .. .... 5F8 | 183F (F#4 B6) 10 .... 2BC | ....  ... ..  .. .... B20 | .... .. ... . |
|   791 | ....  ... ..  .. .... 620 | 0E6A (A-3 AD) 20 .... 29B | ....  ... ..  .. .... AC0 | .... .. ... . |
|   792 | ....  ... ..  .. .... 648 | ....  ... ..  40 .... 27A | ....  ... ..  .. .... A60 | .... .. ... . |
|   793 | ....  ... ..  09 00F5 ... | 1B37 (G#4 B8) .. .... 259 | 0E6A (A-3 AD) .. .... A00 | .... .. ... . |
|   794 | 0915  ... ..  .. .... 848 | ....  ... ..  .. .... 238 | ....  ... ..  .. .... 9A0 | 9000 .. ... . |
|   795 | 5C15  F-6 CD  81 .... ... | 159A (E-4 B4) .. .... 217 | ....  ... ..  .. .... 940 | .... .. ... . |
|   796 | 0CD8 (G-3 AB) 41 .... ... | ....  ... ..  .. .... 1F6 | ....  ... ..  .. .... 8E0 | 1800 .. ... . |
|   797 | 0C1F (F#3 AA) 40 .... ... | 122A (C#4 B1) 20 .... 1D5 | ....  ... ..  .. .... 880 | C000 .. ... . |
|   798 | FE1F (B-7 DF) 80 .... ... | ....  ... ..  .. .... 1B4 | ....  ... ..  .. .... 820 | 7A00 .. ... . |
|   799 | ....  ... ..  .. .... ... | 183F (F#4 B6) 10 .... 194 | 0D9B (G#3 AC) .. .... 7C0 | .... .. ... . |
|   800 | 0915  ... ..  00 .... ... | 0E6A (A-3 AD) 20 .... 173 | ....  ... ..  .. .... 760 | .... .. ... . |
|   801 | ....  ... ..  .. .... ... | ....  ... ..  40 .... 152 | ....  ... ..  .. .... 700 | .... .. ... . |
|   802 | ....  ... ..  .. .... ... | 1B37 (G#4 B8) .. .... 131 | ....  ... ..  40 .... 6A0 | .... .. ... . |
|   803 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 110 | ....  ... ..  .. .... 640 | .... .. ... . |
|   804 | ....  ... ..  .. .... ... | 159A (E-4 B4) .. .... ... | ....  ... ..  .. .... 5E0 | .... .. ... . |
|   805 | ....  ... ..  09 0692 ... | ....  ... ..  .. .... 130 | ....  ... ..  09 0018 ... | .... .. ... . |
|   806 | 0307  ... ..  .. .... 370 | 122A (C#4 B1) 20 .... 150 | 0E6A  ... ..  .. .... C7F | 2000 .. ... . |
|   807 | 060F  F#2 9E  11 .... 398 | ....  ... ..  .. .... 170 | 122A  C#4 B1  11 .... C1E | .... .. ... . |
|   808 | 0307 (F#1 92) 40 .... 3C0 | 183F (F#4 B6) 10 .... 191 | 1125 (C-4 B0) 21 .... BBD | 2100 .. ... . |
|   809 | ....  ... ..  .. .... 3E8 | 0E6A (A-3 AD) 20 .... 1B1 | 102E (B-3 AF) .. .... B5C | 2200 .. ... . |
|   810 | ....  ... ..  .. .... 410 | ....  ... ..  40 .... 1D1 | 0F46 (A#3 AE) 41 .... AFB | 2300 .. ... . |
|   811 | ....  ... ..  09 .... ... | 1B37 (G#4 B8) .. .... 1F1 | 0D9B (G#3 AC) .. .... A9A | .... .. ... . |
|   812 | ....  ... ..  .. .... 338 | ....  ... ..  .. .... 211 | ....  ... ..  .. .... A3A | 2000 .. ... . |
|   813 | 060F  F#2 9E  11 .... 360 | 159A (E-4 B4) .. .... 231 | ....  ... ..  .. .... 9DA | .... .. ... . |
|   814 | 0307 (F#1 92) 41 .... 388 | ....  ... ..  .. .... 251 | ....  ... ..  .. .... 97A | 2100 .. ... . |
|   815 | ....  ... ..  .. .... 3B0 | 122A (C#4 B1) 20 .... 271 | ....  ... ..  .. .... 91A | 2200 .. ... . |
|   816 | ....  ... ..  .. .... 3D8 | ....  ... ..  .. .... 291 | ....  ... ..  .. .... 8BA | 2300 .. ... . |
|   817 | ....  ... ..  .. .... 400 | 183F (F#4 B6) 10 .... 2B2 | 0E6A (A-3 AD) .. .... 85A | 2400 .. ... . |
|   818 | ....  ... ..  .. .... 428 | 0E6A (A-3 AD) 20 .... 2D2 | ....  ... ..  .. .... 7FA | 2500 .. ... . |
|   819 | ....  ... ..  .. .... 450 | ....  ... ..  40 .... 2F2 | ....  ... ..  .. .... 79A | 2600 .. ... . |
|   820 | ....  ... ..  .. .... 478 | 1B37 (G#4 B8) .. .... 312 | ....  ... ..  .. .... 73A | 2700 .. ... . |
|   821 | ....  ... ..  .. .... 4A0 | ....  ... ..  .. .... 332 | ....  ... ..  .. .... 6DA | 2800 .. ... . |
|   822 | ....  ... ..  .. .... 4C8 | 159A (E-4 B4) .. .... 352 | ....  ... ..  .. .... 67A | .... .. ... . |
|   823 | ....  ... ..  .. .... 4F0 | ....  ... ..  .. .... 372 | 0D9B (G#3 AC) .. .... 61A | .... .. ... . |
|   824 | ....  ... ..  .. .... 518 | 122A (C#4 B1) 20 .... 392 | ....  ... ..  .. .... 5BA | .... .. ... . |
|   825 | ....  ... ..  .. .... 540 | ....  ... ..  .. .... 3B2 | ....  ... ..  .. .... 55A | .... .. ... . |
|   826 | ....  ... ..  .. .... 568 | 183F (F#4 B6) 10 .... 3D3 | ....  ... ..  .. .... 4FA | .... .. ... . |
|   827 | ....  ... ..  .. .... 590 | 0E6A (A-3 AD) 20 .... 3F3 | ....  ... ..  .. .... 49A | .... .. ... . |
|   828 | ....  ... ..  .. .... 5B8 | ....  ... ..  40 .... 413 | ....  ... ..  .. .... 43A | .... .. ... . |
|   829 | ....  ... ..  09 00B5 ... | 1B37 (G#4 B8) .. .... 433 | 0E6A (A-3 AD) .. .... 3DA | .... .. ... . |
|   830 | 048A  ... ..  .. .... 8B8 | ....  ... ..  .. .... 453 | ....  ... ..  .. .... 37A | 9000 .. ... . |
|   831 | 5C8A  F-6 CD  81 .... ... | 159A (E-4 B4) .. .... 473 | ....  ... ..  .. .... 31A | .... .. ... . |
|   832 | 060F (F#2 9E) 41 .... ... | ....  ... ..  .. .... 493 | ....  ... ..  .. .... 2BA | 1800 .. ... . |
|   833 | 05B8 (F-2 9D) 40 .... ... | 122A (C#4 B1) 20 .... 4B3 | ....  ... ..  .. .... 25A | C000 .. ... . |
|   834 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 4D3 | ....  ... ..  .. .... ... | .... .. ... . |
|   835 | 0566 (E-2 9C) .. .... ... | 183F (F#4 B6) 10 .... 4F4 | 0D9B (G#3 AC) .. .... 2BB | .... .. ... . |
|   836 | ....  ... ..  .. .... ... | 0E6A (A-3 AD) 20 .... 514 | ....  ... ..  .. .... 31C | .... .. ... . |
|   837 | ....  ... ..  .. .... ... | ....  ... ..  40 .... 534 | ....  ... ..  .. .... 37D | .... .. ... . |
|   838 | ....  ... ..  .. .... ... | 1B37 (G#4 B8) .. .... 554 | ....  ... ..  40 .... 3DE | .... .. ... . |
|   839 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 574 | ....  ... ..  .. .... 43F | .... .. ... . |
|   840 | ....  ... ..  .. .... ... | 159A (E-4 B4) .. .... 594 | ....  ... ..  .. .... 4A0 | .... .. ... . |
|   841 | ....  ... ..  09 00F5 ... | ....  ... ..  .. .... 5B4 | ....  ... ..  .. .... 501 | .... .. ... . |
|   842 | 0915  ... ..  .. .... ... | 122A (C#4 B1) 20 .... 5D4 | ....  ... ..  .. .... 562 | 9000 .. ... . |
|   843 | 5C15  F-6 CD  81 .... ... | ....  ... ..  .. .... 5F4 | ....  ... ..  .. .... 5C3 | .... .. ... . |
|   844 | 0CD8 (G-3 AB) 41 .... ... | 183F (F#4 B6) 10 .... 615 | ....  ... ..  .. .... 624 | 1800 .. ... . |
|   845 | 0C1F (F#3 AA) 40 .... ... | 0E6A (A-3 AD) 20 .... 635 | ....  ... ..  .. .... 685 | C000 .. ... . |
|   846 | FE1F (B-7 DF) 80 .... ... | ....  ... ..  40 .... 655 | ....  ... ..  .. .... 6E6 | 7A00 .. ... . |
|   847 | ....  ... ..  .. .... ... | 1B37 (G#4 B8) .. .... 675 | ....  ... ..  .. .... 747 | .... .. ... . |
|   848 | 0915  ... ..  00 .... ... | ....  ... ..  .. .... 695 | ....  ... ..  .. .... 7A8 | .... .. ... . |
|   849 | ....  ... ..  .. .... ... | 159A (E-4 B4) .. .... 6B5 | ....  ... ..  .. .... 809 | .... .. ... . |
|   850 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6D5 | ....  ... ..  .. .... 86A | .... .. ... . |
|   851 | ....  ... ..  .. .... ... | 122A (C#4 B1) 20 .... 6F5 | ....  ... ..  .. .... 8CB | .... .. ... . |
|   852 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 715 | ....  ... ..  .. .... 92C | .... .. ... . |
|   853 | ....  ... ..  09 0692 ... | 183F (F#4 B6) 10 .... 736 | ....  ... ..  .. .... 98D | .... .. ... . |
|   854 | 06CD  ... ..  .. .... 3E0 | 0E6A (A-3 AD) 20 .... 756 | ....  ... ..  .. .... 9EE | 2000 .. ... . |
|   855 | 0D9B  G#3 AC  11 .... 408 | ....  ... ..  40 .... 776 | ....  ... ..  .. .... A4F | .... .. ... . |
|   856 | 06CD (G#2 A0) 41 .... 430 | 1B37 (G#4 B8) .. .... 796 | ....  ... ..  .. .... AB0 | 2100 .. ... . |
|   857 | ....  ... ..  .. .... 458 | ....  ... ..  .. .... 7B6 | ....  ... ..  .. .... B11 | 2200 .. ... . |
|   858 | ....  ... ..  .. .... 480 | 159A (E-4 B4) .. .... 7D6 | ....  ... ..  .. .... B72 | 2300 .. ... . |
|   859 | ....  ... ..  .. .... 4A8 | ....  ... ..  .. .... 7F6 | ....  ... ..  .. .... BD3 | 2400 .. ... . |
|   860 | ....  ... ..  .. .... 4D0 | 122A (C#4 B1) 20 .... 816 | ....  ... ..  .. .... C34 | 2500 .. ... . |
|   861 | ....  ... ..  .. .... 4F8 | ....  ... ..  .. .... 836 | ....  ... ..  .. .... C95 | 2600 .. ... . |
|   862 | ....  ... ..  40 .... 520 | 183F (F#4 B6) 10 .... 857 | ....  ... ..  .. .... CF6 | 2700 .. ... . |
|   863 | ....  ... ..  .. .... 548 | 0E6A (A-3 AD) 20 .... 877 | ....  ... ..  .. .... D57 | 2800 .. ... . |
|   864 | ....  ... ..  .. .... 570 | ....  ... ..  40 .... 897 | ....  ... ..  .. .... DB8 | .... .. ... . |
|   865 | ....  ... ..  09 00B5 ... | ....  ... ..  09 .... ... | ....  ... ..  09 2577 ... | .... .. ... . |
|   866 | 048A  ... ..  .. .... 870 | 0ACD  ... ..  .. .... 5B7 | 0E6A  ... ..  .. .... D18 | 9000 .. ... . |
|   867 | 5C8A  F-6 CD  81 .... ... | 0ACD  E-3 A8  21 .... 5D7 | 122A  C#4 B1  11 .... D78 | .... .. ... . |
|   868 | 060F (F#2 9E) 41 .... ... | 159A (E-4 B4) 10 .... 5F7 | 1125 (C-4 B0) 21 .... DD8 | 1800 .. ... . |
|   869 | 05B8 (F-2 9D) 40 .... ... | 0D9B (G#3 AC) 20 .... 617 | 102E (B-3 AF) .. .... E38 | C000 .. ... . |
|   870 | ....  ... ..  .. .... ... | ....  ... ..  40 .... 637 | 0F46 (A#3 AE) 41 .... E98 | .... .. ... . |
|   871 | ....  ... ..  09 0692 ... | 183F (F#4 B6) .. .... 657 | 0D9B (G#3 AC) .. .... EF8 | .... .. ... . |
|   872 | 060F  ... ..  .. .... 398 | ....  ... ..  .. .... 677 | ....  ... ..  .. .... F59 | 2800 .. ... . |
|   873 | 0C1F  F#3 AA  11 .... 3C0 | 122A (C#4 B1) .. .... 697 | ....  ... ..  .. .... FBA | .... .. ... . |
|   874 | 060F (F#2 9E) 41 .... 3E8 | ....  ... ..  .. .... 6B7 | ....  ... ..  .. .... ... | 2900 .. ... . |
|   875 | ....  ... ..  .. .... 410 | 102E (B-3 AF) 20 .... 6D7 | ....  ... ..  .. .... F5A | 2A00 .. ... . |
|   876 | ....  ... ..  .. .... 438 | ....  ... ..  .. .... 6F7 | ....  ... ..  .. .... EFA | 2B00 .. ... . |
|   877 | ....  ... ..  .. .... 460 | 159A (E-4 B4) 10 .... 718 | 0E6A (A-3 AD) .. .... E9A | 2C00 .. ... . |
|   878 | ....  ... ..  .. .... 488 | 0D9B (G#3 AC) 20 .... 738 | ....  ... ..  .. .... E3A | 2D00 .. ... . |
|   879 | ....  ... ..  .. .... 4B0 | ....  ... ..  40 .... 758 | ....  ... ..  .. .... DDA | 2E00 .. ... . |
|   880 | ....  ... ..  .. .... 4D8 | 183F (F#4 B6) .. .... 778 | ....  ... ..  .. .... D7A | 2F00 .. ... . |
|   881 | ....  ... ..  .. .... 500 | ....  ... ..  .. .... 798 | ....  ... ..  .. .... D1A | 3000 .. ... . |
|   882 | ....  ... ..  .. .... 528 | 122A (C#4 B1) .. .... 7B8 | ....  ... ..  .. .... CBA | .... .. ... . |
|   883 | ....  ... ..  40 .... 550 | ....  ... ..  .. .... 7D8 | 0D9B (G#3 AC) .. .... C5A | .... .. ... . |
|   884 | ....  ... ..  .. .... 578 | 102E (B-3 AF) 20 .... 7F8 | ....  ... ..  .. .... BFA | 2800 .. ... . |
|   885 | ....  ... ..  .. .... 5A0 | ....  ... ..  .. .... 818 | ....  ... ..  .. .... B9A | .... .. ... . |
|   886 | ....  ... ..  .. .... 5C8 | 159A (E-4 B4) 10 .... 839 | ....  ... ..  40 .... B3A | .... .. ... . |
|   887 | ....  ... ..  .. .... 5F0 | 0D9B (G#3 AC) 20 .... 859 | ....  ... ..  .. .... ADA | .... .. ... . |
|   888 | ....  ... ..  .. .... 618 | ....  ... ..  40 .... 879 | ....  ... ..  .. .... A7A | .... .. ... . |
|   889 | ....  ... ..  09 00F5 ... | 183F (F#4 B6) .. .... 899 | ....  ... ..  09 .... ... | .... .. ... . |
|   890 | 0915  ... ..  .. .... 818 | ....  ... ..  .. .... 8B9 | 122A  ... ..  .. .... C19 | 9000 .. ... . |
|   891 | 5C15  F-6 CD  81 .... ... | 122A (C#4 B1) .. .... 8D9 | 16E3  F-4 B5  11 .... BB8 | .... .. ... . |
|   892 | 0CD8 (G-3 AB) 41 .... ... | ....  ... ..  .. .... 8F9 | 159A (E-4 B4) 21 .... B57 | 1800 .. ... . |
|   893 | 0C1F (F#3 AA) 40 .... ... | 102E (B-3 AF) 20 .... 919 | 1463 (D#4 B3) .. .... AF6 | C000 .. ... . |
|   894 | FE1F (B-7 DF) 80 .... ... | ....  ... ..  .. .... 939 | 133E (D-4 B2) 41 .... A95 | 7A00 .. ... . |
|   895 | ....  ... ..  .. .... ... | 159A (E-4 B4) 10 .... 95A | 102E (B-3 AF) .. .... A34 | .... .. ... . |
|   896 | 0915  ... ..  00 .... ... | 0D9B (G#3 AC) 20 .... 97A | ....  ... ..  .. .... 9D4 | .... .. ... . |
|   897 | ....  ... ..  .. .... ... | ....  ... ..  40 .... 99A | ....  ... ..  .. .... 974 | .... .. ... . |
|   898 | ....  ... ..  .. .... ... | 183F (F#4 B6) .. .... 9BA | ....  ... ..  .. .... 914 | .... .. ... . |
|   899 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 9DA | ....  ... ..  .. .... 8B4 | .... .. ... . |
|   900 | ....  ... ..  .. .... ... | 122A (C#4 B1) .. .... 9FA | ....  ... ..  .. .... 854 | .... .. ... . |
|   901 | ....  ... ..  09 0692 ... | ....  ... ..  .. .... A1A | 122A (C#4 B1) .. .... 7F4 | .... .. ... . |
|   902 | 0307  ... ..  .. .... 340 | 102E (B-3 AF) 20 .... A3A | ....  ... ..  .. .... 794 | 2000 .. ... . |
|   903 | 060F  F#2 9E  11 .... 368 | ....  ... ..  .. .... A5A | ....  ... ..  .. .... 734 | .... .. ... . |
|   904 | 0307 (F#1 92) 40 .... 390 | 159A (E-4 B4) 10 .... A7B | ....  ... ..  .. .... 6D4 | 2100 .. ... . |
|   905 | ....  ... ..  .. .... 3B8 | 0D9B (G#3 AC) 20 .... A9B | ....  ... ..  .. .... 674 | 2200 .. ... . |
|   906 | ....  ... ..  .. .... 3E0 | ....  ... ..  40 .... ABB | ....  ... ..  .. .... 614 | 2300 .. ... . |
|   907 | ....  ... ..  09 .... ... | 183F (F#4 B6) .. .... ADB | 102E (B-3 AF) .. .... 5B4 | .... .. ... . |
|   908 | ....  ... ..  .. .... 408 | ....  ... ..  .. .... AFB | ....  ... ..  .. .... 554 | 3000 .. ... . |
|   909 | 060F  F#2 9E  11 .... 430 | 122A (C#4 B1) .. .... B1B | ....  ... ..  .. .... 4F4 | .... .. ... . |
|   910 | 0307 (F#1 92) 41 .... 458 | ....  ... ..  .. .... B3B | ....  ... ..  40 .... 494 | 3100 .. ... . |
|   911 | ....  ... ..  .. .... 480 | 102E (B-3 AF) 20 .... B5B | ....  ... ..  .. .... 434 | 3200 .. ... . |
|   912 | ....  ... ..  .. .... 4A8 | ....  ... ..  .. .... B7B | ....  ... ..  .. .... 3D4 | 3300 .. ... . |
|   913 | ....  ... ..  .. .... 4D0 | 159A (E-4 B4) 10 .... B9C | ....  ... ..  09 0018 ... | 3400 .. ... . |
|   914 | ....  ... ..  .. .... 4F8 | 0D9B (G#3 AC) 20 .... BBC | 0E6A  ... ..  .. .... C73 | 3500 .. ... . |
|   915 | ....  ... ..  .. .... 520 | ....  ... ..  40 .... BDC | 122A  C#4 B1  11 .... C12 | 3600 .. ... . |
|   916 | ....  ... ..  .. .... 548 | 183F (F#4 B6) .. .... BFC | 1125 (C-4 B0) 21 .... BB1 | 3700 .. ... . |
|   917 | ....  ... ..  .. .... 570 | ....  ... ..  .. .... C1C | 102E (B-3 AF) .. .... B50 | 3800 .. ... . |
|   918 | ....  ... ..  .. .... 598 | 122A (C#4 B1) .. .... C3C | 0F46 (A#3 AE) 41 .... AEF | .... .. ... . |
|   919 | ....  ... ..  09 .... ... | ....  ... ..  .. .... C5C | 0D9B (G#3 AC) .. .... A8E | .... .. ... . |
