Load address: $1000 Init address: $1000 Play address: $1003
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|  2432 | 0915  ... ..  00 .... ... | 0D9B (G#3 AC) 20 .... 96A | 183F  ... ..  .. .... 4CD | .... .. ... . |
|  2433 | ....  ... ..  .. .... ... | ....  ... ..  40 .... 98A | 307E  F#5 C2  11 .... 4BC | .... .. ... . |
|  2434 | ....  ... ..  .. .... ... | 183F (F#4 B6) .. .... 9AA | 183F (F#4 B6) 41 .... 4AB | .... .. ... . |
|  2435 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 9CA | ....  ... ..  .. .... 49B | .... .. ... . |
|  2436 | ....  ... ..  .. .... ... | 122A (C#4 B1) .. .... 9EA | ....  ... ..  .. .... 48B | .... .. ... . |
|  2437 | ....  ... ..  09 0692 ... | ....  ... ..  .. .... A0A | ....  ... ..  09 .... ... | .... .. ... . |
|  2438 | 0566  ... ..  .. .... 358 | 102E (B-3 AF) 20 .... A2A | 2454  ... ..  .. .... 47A | 2000 .. ... . |
|  2439 | 0ACD  E-3 A8  11 .... 380 | ....  ... ..  .. .... A4A | 48A9  C#6 C9  11 .... 469 | .... .. ... . |
|  2440 | 0566 (E-2 9C) 41 .... 3A8 | 159A (E-4 B4) 10 .... A6B | 2454 (C#5 BD) 41 .... 458 | 2100 .. ... . |
|  2441 | ....  ... ..  .. .... 3D0 | 0D9B (G#3 AC) 20 .... A8B | ....  ... ..  .. .... 448 | 2200 .. ... . |
|  2442 | ....  ... ..  .. .... 3F8 | ....  ... ..  40 .... AAB | ....  ... ..  .. .... 438 | 2300 .. ... . |
|  2443 | ....  ... ..  .. .... 420 | 183F (F#4 B6) .. .... ACB | ....  ... ..  09 .... ... | 2400 .. ... . |
|  2444 | ....  ... ..  .. .... 448 | ....  ... ..  .. .... AEB | 1B37  ... ..  .. .... 427 | 2500 .. ... . |
|  2445 | ....  ... ..  .. .... 470 | 122A (C#4 B1) .. .... B0B | 366F  G#5 C4  11 .... 416 | 2600 .. ... . |
|  2446 | ....  ... ..  40 .... 498 | ....  ... ..  .. .... B2B | 1B37 (G#4 B8) 41 .... 405 | 2700 .. ... . |
|  2447 | ....  ... ..  .. .... 4C0 | 102E (B-3 AF) 20 .... B4B | ....  ... ..  .. .... 3F5 | 2800 .. ... . |
|  2448 | ....  ... ..  .. .... 4E8 | ....  ... ..  .. .... B6B | ....  ... ..  .. .... 3E5 | .... .. ... . |
|  2449 | ....  ... ..  09 00B5 ... | 159A (E-4 B4) 10 .... B8C | ....  ... ..  09 .... ... | .... .. ... . |
|  2450 | 048A  ... ..  .. .... 8E8 | 0D9B (G#3 AC) 20 .... BAC | 183F  ... ..  .. .... 3D4 | 9000 .. ... . |
|  2451 | 5C8A  F-6 CD  81 .... ... | ....  ... ..  40 .... BCC | 307E  F#5 C2  11 .... 3C3 | .... .. ... . |
|  2452 | 060F (F#2 9E) 41 .... ... | 183F (F#4 B6) .. .... BEC | 183F (F#4 B6) 41 .... 3B2 | 1800 .. ... . |
|  2453 | 05B8 (F-2 9D) 40 .... ... | ....  ... ..  .. .... C0C | ....  ... ..  .. .... 3A2 | C000 .. ... . |
|  2454 | ....  ... ..  .. .... ... | 122A (C#4 B1) .. .... C2C | ....  ... ..  .. .... 392 | .... .. ... . |
|  2455 | 0566 (E-2 9C) .. .... ... | ....  ... ..  .. .... C4C | ....  ... ..  09 .... ... | .... .. ... . |
|  2456 | ....  ... ..  .. .... ... | 102E (B-3 AF) 20 .... C6C | 122A  ... ..  .. .... 381 | .... .. ... . |
|  2457 | ....  ... ..  .. .... ... | ....  ... ..  .. .... C8C | 2454  C#5 BD  11 .... 370 | .... .. ... . |
|  2458 | 0518 (D#2 9B) .. .... ... | 159A (E-4 B4) 10 .... CAD | 122A (C#4 B1) 41 .... 35F | .... .. ... . |
|  2459 | ....  ... ..  .. .... ... | 0D9B (G#3 AC) 20 .... CCD | ....  ... ..  .. .... 34F | .... .. ... . |
|  2460 | ....  ... ..  .. .... ... | ....  ... ..  40 .... CED | ....  ... ..  .. .... 33F | .... .. ... . |
|  2461 | ....  ... ..  09 0692 ... | 183F (F#4 B6) .. .... D0D | ....  ... ..  09 .... ... | .... .. ... . |
|  2462 | 0566  ... ..  .. .... 410 | ....  ... ..  .. .... D2D | 183F  ... ..  .. .... 32E | 2000 .. ... . |
|  2463 | 0ACD  E-3 A8  11 .... 438 | 122A (C#4 B1) .. .... D4D | 307E  F#5 C2  11 .... 31D | .... .. ... . |
|  2464 | 0566 (E-2 9C) 41 .... 460 | ....  ... ..  .. .... D6D | 183F (F#4 B6) 41 .... 30C | 2100 .. ... . |
|  2465 | ....  ... ..  .. .... 488 | 102E (B-3 AF) 20 .... D8D | ....  ... ..  .. .... 2FC | 2200 .. ... . |
|  2466 | ....  ... ..  .. .... 4B0 | ....  ... ..  .. .... DAD | ....  ... ..  .. .... 2EC | 2300 .. ... . |
|  2467 | ....  ... ..  .. .... 4D8 | 159A (E-4 B4) 10 .... DCE | ....  ... ..  09 .... ... | 2400 .. ... . |
|  2468 | ....  ... ..  .. .... 500 | 0D9B (G#3 AC) 20 .... DEE | ....  ... ..  .. .... 2DB | 2500 .. ... . |
|  2469 | ....  ... ..  .. .... 528 | ....  ... ..  40 .... E0E | 307E  F#5 C2  11 .... 2CA | 2600 .. ... . |
|  2470 | ....  ... ..  40 .... 550 | 183F (F#4 B6) .. .... E2E | 183F (F#4 B6) 41 .... 2B9 | 2700 .. ... . |
|  2471 | ....  ... ..  .. .... 578 | ....  ... ..  .. .... E4E | ....  ... ..  .. .... 2A9 | 2800 .. ... . |
|  2472 | ....  ... ..  .. .... 5A0 | 122A (C#4 B1) .. .... E6E | ....  ... ..  .. .... 299 | .... .. ... . |
|  2473 | ....  ... ..  09 00F5 ... | ....  ... ..  .. .... E8E | ....  ... ..  09 .... ... | .... .. ... . |
|  2474 | 0915  ... ..  .. .... 8A0 | 102E (B-3 AF) 20 .... EAE | 2454  ... ..  .. .... 288 | 9000 .. ... . |
|  2475 | 5C15  F-6 CD  81 .... ... | ....  ... ..  .. .... ECE | 48A9  C#6 C9  11 .... 277 | .... .. ... . |
|  2476 | 0CD8 (G-3 AB) 41 .... ... | 159A (E-4 B4) 10 .... EEF | 2454 (C#5 BD) 41 .... 266 | 1800 .. ... . |
|  2477 | 0C1F (F#3 AA) 40 .... ... | 0D9B (G#3 AC) 20 .... F0F | ....  ... ..  .. .... 256 | C000 .. ... . |
|  2478 | FE1F (B-7 DF) 80 .... ... | ....  ... ..  40 .... F2F | ....  ... ..  .. .... 246 | 7A00 .. ... . |
|  2479 | ....  ... ..  .. .... ... | 183F (F#4 B6) .. .... F4F | ....  ... ..  09 .... ... | .... .. ... . |
|  2480 | 0915  ... ..  00 .... ... | ....  ... ..  .. .... F6F | 1B37  ... ..  .. .... 235 | .... .. ... . |
|  2481 | ....  ... ..  .. .... ... | 122A (C#4 B1) .. .... F8F | 366F  G#5 C4  11 .... 224 | .... .. ... . |
|  2482 | ....  ... ..  .. .... ... | ....  ... ..  .. .... FAF | 1B37 (G#4 B8) 41 .... 213 | .... .. ... . |
|  2483 | ....  ... ..  .. .... ... | 102E (B-3 AF) 20 .... FCF | ....  ... ..  .. .... 203 | .... .. ... . |
|  2484 | ....  ... ..  .. .... ... | ....  ... ..  .. .... FEF | ....  ... ..  .. .... ... | .... .. ... . |
|  2485 | ....  ... ..  09 0692 ... | 159A (E-4 B4) 10 .... ... | ....  ... ..  09 .... ... | .... .. ... . |
|  2486 | 0566  ... ..  .. .... 3C8 | 0D9B (G#3 AC) 20 .... FCE | 183F  ... ..  .. .... 213 | 2000 .. ... . |
|  2487 | 0ACD  E-3 A8  11 .... 3F0 | ....  ... ..  40 .... FAD | 307E  F#5 C2  11 .... 223 | .... .. ... . |
|  2488 | 0566 (E-2 9C) 41 .... 418 | 183F (F#4 B6) .. .... F8C | 183F (F#4 B6) 41 .... 233 | 2100 .. ... . |
|  2489 | ....  ... ..  .. .... 440 | ....  ... ..  .. .... F6B | ....  ... ..  .. .... 244 | 2200 .. ... . |
|  2490 | ....  ... ..  .. .... 468 | 122A (C#4 B1) .. .... F4A | ....  ... ..  .. .... 255 | 2300 .. ... . |
|  2491 | ....  ... ..  .. .... 490 | ....  ... ..  .. .... F29 | ....  ... ..  09 .... ... | 2400 .. ... . |
|  2492 | ....  ... ..  .. .... 4B8 | 102E (B-3 AF) 20 .... F08 | 122A  ... ..  .. .... 265 | 2500 .. ... . |
|  2493 | ....  ... ..  .. .... 4E0 | ....  ... ..  .. .... EE7 | 2454  C#5 BD  11 .... 275 | 2600 .. ... . |
|  2494 | ....  ... ..  40 .... 508 | 159A (E-4 B4) 10 .... EC7 | 122A (C#4 B1) 41 .... 285 | 2700 .. ... . |
|  2495 | ....  ... ..  .. .... 530 | 0D9B (G#3 AC) 20 .... EA6 | ....  ... ..  .. .... 296 | 2800 .. ... . |
|  2496 | ....  ... ..  .. .... 558 | ....  ... ..  40 .... E85 | ....  ... ..  .. .... 2A7 | .... .. ... . |
|  2497 | ....  ... ..  09 00B5 ... | ....  ... ..  09 .... ... | ....  ... ..  09 .... ... | .... .. ... . |
|  2498 | 048A  ... ..  .. .... 858 | 099F  ... ..  .. .... 564 | 2454  ... ..  .. .... 2B7 | 9000 .. ... . |
|  2499 | 5C8A  F-6 CD  81 .... ... | 0CD8  G-3 AB  21 .... 543 | 48A9  C#6 C9  11 .... 2C7 | .... .. ... . |
|  2500 | 060F (F#2 9E) 41 .... ... | 19B0 (G-4 B7) 10 .... 522 | 2454 (C#5 BD) 41 .... 2D7 | 1800 .. ... . |
|  2501 | 05B8 (F-2 9D) 40 .... ... | 1CD5 (A-4 B9) 20 .... 501 | ....  ... ..  .. .... 2E8 | C000 .. ... . |
|  2502 | ....  ... ..  .. .... ... | ....  ... ..  40 .... 4E0 | ....  ... ..  .. .... 2F9 | .... .. ... . |
|  2503 | 0566 (E-2 9C) .. .... ... | 183F (F#4 B6) .. .... 4BF | ....  ... ..  09 .... ... | .... .. ... . |
|  2504 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 49E | 1CD5  ... ..  .. .... 309 | .... .. ... . |
|  2505 | ....  ... ..  .. .... ... | 159A (E-4 B4) .. .... 47D | 39AB  A-5 C5  11 .... 319 | .... .. ... . |
|  2506 | 0518 (D#2 9B) .. .... ... | ....  ... ..  .. .... 45C | 1CD5 (A-4 B9) 41 .... 329 | .... .. ... . |
|  2507 | ....  ... ..  .. .... ... | 102E (B-3 AF) 20 .... 43B | ....  ... ..  .. .... 33A | .... .. ... . |
|  2508 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 41A | ....  ... ..  .. .... 34B | .... .. ... . |
|  2509 | ....  ... ..  09 0692 ... | 19B0 (G-4 B7) 10 .... 3FA | ....  ... ..  09 .... ... | .... .. ... . |
|  2510 | 040B  ... ..  .. .... 380 | 1CD5 (A-4 B9) 20 .... 3D9 | 1B37  ... ..  .. .... 35B | 2000 .. ... . |
|  2511 | 0817  B-2 A3  11 .... 3A8 | ....  ... ..  40 .... 3B8 | 366F  G#5 C4  11 .... 36B | .... .. ... . |
|  2512 | 040B (B-1 97) 41 .... 3D0 | 183F (F#4 B6) .. .... 397 | 1B37 (G#4 B8) 41 .... 37B | 2100 .. ... . |
|  2513 | ....  ... ..  .. .... 3F8 | ....  ... ..  .. .... 376 | ....  ... ..  .. .... 38C | 2200 .. ... . |
|  2514 | ....  ... ..  .. .... 420 | 159A (E-4 B4) .. .... 355 | ....  ... ..  .. .... 39D | 2300 .. ... . |
|  2515 | ....  ... ..  .. .... 448 | ....  ... ..  .. .... 334 | ....  ... ..  09 .... ... | 2400 .. ... . |
|  2516 | ....  ... ..  .. .... 470 | 102E (B-3 AF) 20 .... 313 | 2454  ... ..  .. .... 3AD | 2500 .. ... . |
|  2517 | ....  ... ..  .. .... 498 | ....  ... ..  .. .... 2F2 | 48A9  C#6 C9  11 .... 3BD | 2600 .. ... . |
|  2518 | ....  ... ..  .. .... 4C0 | 19B0 (G-4 B7) 10 .... 2D2 | 2454 (C#5 BD) 41 .... 3CD | 2700 .. ... . |
|  2519 | ....  ... ..  .. .... 4E8 | 1CD5 (A-4 B9) 20 .... 2B1 | ....  ... ..  .. .... 3DE | 2800 .. ... . |
|  2520 | ....  ... ..  .. .... 510 | ....  ... ..  40 .... 290 | ....  ... ..  .. .... 3EF | .... .. ... . |
|  2521 | ....  ... ..  09 00F5 ... | 183F (F#4 B6) .. .... 26F | ....  ... ..  09 .... ... | .... .. ... . |
|  2522 | 0915  ... ..  .. .... 810 | ....  ... ..  .. .... 24E | 1CD5  ... ..  .. .... 3FF | 9000 .. ... . |
|  2523 | 5C15  F-6 CD  81 .... ... | 159A (E-4 B4) .. .... 22D | 39AB  A-5 C5  11 .... 40F | .... .. ... . |
|  2524 | 0CD8 (G-3 AB) 41 .... ... | ....  ... ..  .. .... 20C | 1CD5 (A-4 B9) 41 .... 41F | 1800 .. ... . |
|  2525 | 0C1F (F#3 AA) 40 .... ... | 102E (B-3 AF) 20 .... 1EB | ....  ... ..  .. .... 430 | C000 .. ... . |
|  2526 | FE1F (B-7 DF) 80 .... ... | ....  ... ..  .. .... 1CA | ....  ... ..  .. .... 441 | 7A00 .. ... . |
|  2527 | ....  ... ..  .. .... ... | 19B0 (G-4 B7) 10 .... 1AA | ....  ... ..  09 .... ... | .... .. ... . |
|  2528 | 0915  ... ..  00 .... ... | 1CD5 (A-4 B9) 20 .... 189 | 1B37  ... ..  .. .... 451 | .... .. ... . |
|  2529 | ....  ... ..  .. .... ... | ....  ... ..  40 .... 168 | 366F  G#5 C4  11 .... 461 | .... .. ... . |
|  2530 | ....  ... ..  .. .... ... | 183F (F#4 B6) .. .... 147 | 1B37 (G#4 B8) 41 .... 471 | .... .. ... . |
|  2531 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 126 | ....  ... ..  .. .... 482 | .... .. ... . |
|  2532 | ....  ... ..  .. .... ... | 159A (E-4 B4) .. .... 105 | ....  ... ..  .. .... 493 | .... .. ... . |
|  2533 | ....  ... ..  09 0692 ... | ....  ... ..  .. .... ... | ....  ... ..  09 .... ... | .... .. ... . |
|  2534 | 040B  ... ..  .. .... 338 | 102E (B-3 AF) 20 .... 125 | 2454  ... ..  .. .... 4A3 | 2000 .. ... . |
|  2535 | 0817  B-2 A3  11 .... 360 | ....  ... ..  .. .... 145 | 48A9  C#6 C9  11 .... 4B3 | .... .. ... . |
|  2536 | 040B (B-1 97) 41 .... 388 | 19B0 (G-4 B7) 10 .... 166 | 2454 (C#5 BD) 41 .... 4C3 | 2100 .. ... . |
|  2537 | ....  ... ..  .. .... 3B0 | 1CD5 (A-4 B9) 20 .... 186 | ....  ... ..  .. .... 4D4 | 2200 .. ... . |
|  2538 | ....  ... ..  .. .... 3D8 | ....  ... ..  40 .... 1A6 | ....  ... ..  .. .... 4E5 | 2300 .. ... . |
|  2539 | ....  ... ..  .. .... 400 | 183F (F#4 B6) .. .... 1C6 | ....  ... ..  09 .... ... | 2400 .. ... . |
|  2540 | ....  ... ..  .. .... 428 | ....  ... ..  .. .... 1E6 | 1CD5  ... ..  .. .... 4F5 | 2500 .. ... . |
|  2541 | ....  ... ..  .. .... 450 | 159A (E-4 B4) .. .... 206 | 39AB  A-5 C5  11 .... 505 | 2600 .. ... . |
|  2542 | ....  ... ..  40 .... 478 | ....  ... ..  .. .... 226 | 1CD5 (A-4 B9) 41 .... 515 | 2700 .. ... . |
|  2543 | ....  ... ..  .. .... 4A0 | 102E (B-3 AF) 20 .... 246 | ....  ... ..  .. .... 526 | 2800 .. ... . |
|  2544 | ....  ... ..  .. .... 4C8 | ....  ... ..  .. .... 266 | ....  ... ..  .. .... 537 | .... .. ... . |
|  2545 | ....  ... ..  09 00B5 ... | 19B0 (G-4 B7) 10 .... 287 | ....  ... ..  09 .... ... | .... .. ... . |
|  2546 | 048A  ... ..  .. .... 8C8 | 1CD5 (A-4 B9) 20 .... 2A7 | 1B37  ... ..  .. .... 547 | 9000 .. ... . |
|  2547 | 5C8A  F-6 CD  81 .... ... | ....  ... ..  40 .... 2C7 | 366F  G#5 C4  11 .... 557 | .... .. ... . |
|  2548 | 060F (F#2 9E) 41 .... ... | 183F (F#4 B6) .. .... 2E7 | 1B37 (G#4 B8) 41 .... 567 | 1800 .. ... . |
|  2549 | 05B8 (F-2 9D) 40 .... ... | ....  ... ..  .. .... 307 | ....  ... ..  .. .... 578 | C000 .. ... . |
|  2550 | ....  ... ..  .. .... ... | 159A (E-4 B4) .. .... 327 | ....  ... ..  .. .... 589 | .... .. ... . |
|  2551 | 0566 (E-2 9C) .. .... ... | ....  ... ..  .. .... 347 | ....  ... ..  09 .... ... | .... .. ... . |
|  2552 | ....  ... ..  .. .... ... | 102E (B-3 AF) 20 .... 367 | 122A  ... ..  .. .... 599 | .... .. ... . |
|  2553 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 387 | 2454  C#5 BD  11 .... 5A9 | .... .. ... . |
|  2554 | 0518 (D#2 9B) .. .... ... | 19B0 (G-4 B7) 10 .... 3A8 | 122A (C#4 B1) 41 .... 5B9 | .... .. ... . |
|  2555 | ....  ... ..  .. .... ... | 1CD5 (A-4 B9) 20 .... 3C8 | ....  ... ..  .. .... 5CA | .... .. ... . |
|  2556 | ....  ... ..  .. .... ... | ....  ... ..  40 .... 3E8 | ....  ... ..  .. .... 5DB | .... .. ... . |
|  2557 | ....  ... ..  09 0692 ... | 183F (F#4 B6) .. .... 408 | ....  ... ..  09 .... ... | .... .. ... . |
|  2558 | 040B  ... ..  .. .... 3F0 | ....  ... ..  .. .... 428 | 1B37  ... ..  .. .... 5EB | 2000 .. ... . |
|  2559 | 0817  B-2 A3  11 .... 418 | 159A (E-4 B4) .. .... 448 | 366F  G#5 C4  11 .... 5FB | .... .. ... . |
|  2560 | 040B (B-1 97) 41 .... 440 | ....  ... ..  .. .... 468 | 1B37 (G#4 B8) 41 .... 60B | 2100 .. ... . |
|  2561 | ....  ... ..  .. .... 468 | 102E (B-3 AF) 20 .... 488 | ....  ... ..  .. .... 61C | 2200 .. ... . |
|  2562 | ....  ... ..  .. .... 490 | ....  ... ..  .. .... 4A8 | ....  ... ..  .. .... 62D | 2300 .. ... . |
|  2563 | ....  ... ..  .. .... 4B8 | 19B0 (G-4 B7) 10 .... 4C9 | ....  ... ..  09 .... ... | 2400 .. ... . |
|  2564 | ....  ... ..  .. .... 4E0 | 1CD5 (A-4 B9) 20 .... 4E9 | ....  ... ..  .. .... 63D | 2500 .. ... . |
|  2565 | ....  ... ..  .. .... 508 | ....  ... ..  40 .... 509 | 366F  G#5 C4  11 .... 64D | 2600 .. ... . |
|  2566 | ....  ... ..  40 .... 530 | 183F (F#4 B6) .. .... 529 | 1B37 (G#4 B8) 41 .... 65D | 2700 .. ... . |
|  2567 | ....  ... ..  .. .... 558 | ....  ... ..  .. .... 549 | ....  ... ..  .. .... 66E | 2800 .. ... . |
|  2568 | ....  ... ..  .. .... 580 | 159A (E-4 B4) .. .... 569 | ....  ... ..  .. .... 67F | .... .. ... . |
|  2569 | ....  ... ..  09 00F5 ... | ....  ... ..  .. .... 589 | ....  ... ..  09 .... ... | .... .. ... . |
|  2570 | 0915  ... ..  .. .... 880 | 102E (B-3 AF) 20 .... 5A9 | 2454  ... ..  .. .... 68F | 9000 .. ... . |
|  2571 | 5C15  F-6 CD  81 .... ... | ....  ... ..  .. .... 5C9 | 48A9  C#6 C9  11 .... 69F | .... .. ... . |
|  2572 | 0CD8 (G-3 AB) 41 .... ... | 19B0 (G-4 B7) 10 .... 5EA | 2454 (C#5 BD) 41 .... 6AF | 1800 .. ... . |
|  2573 | 0C1F (F#3 AA) 40 .... ... | 1CD5 (A-4 B9) 20 .... 60A | ....  ... ..  .. .... 6C0 | C000 .. ... . |
|  2574 | FE1F (B-7 DF) 80 .... ... | ....  ... ..  40 .... 62A | ....  ... ..  .. .... 6D1 | 7A00 .. ... . |
|  2575 | ....  ... ..  .. .... ... | 183F (F#4 B6) .. .... 64A | ....  ... ..  09 .... ... | .... .. ... . |
|  2576 | 0915  ... ..  00 .... ... | ....  ... ..  .. .... 66A | 1CD5  ... ..  .. .... 6E1 | .... .. ... . |
|  2577 | ....  ... ..  .. .... ... | 159A (E-4 B4) .. .... 68A | 39AB  A-5 C5  11 .... 6F1 | .... .. ... . |
|  2578 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6AA | 1CD5 (A-4 B9) 41 .... 701 | .... .. ... . |
|  2579 | ....  ... ..  .. .... ... | 102E (B-3 AF) 20 .... 6CA | ....  ... ..  .. .... 712 | .... .. ... . |
|  2580 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6EA | ....  ... ..  .. .... 723 | .... .. ... . |
|  2581 | ....  ... ..  09 0692 ... | 19B0 (G-4 B7) 10 .... 70B | ....  ... ..  09 .... ... | .... .. ... . |
|  2582 | 040B  ... ..  .. .... 3A8 | 1CD5 (A-4 B9) 20 .... 72B | 1B37  ... ..  .. .... 733 | 2000 .. ... . |
|  2583 | 0817  B-2 A3  11 .... 3D0 | ....  ... ..  40 .... 74B | 366F  G#5 C4  11 .... 743 | .... .. ... . |
|  2584 | 040B (B-1 97) 41 .... 3F8 | 183F (F#4 B6) .. .... 76B | 1B37 (G#4 B8) 41 .... 753 | 2100 .. ... . |
|  2585 | ....  ... ..  .. .... 420 | ....  ... ..  .. .... 78B | ....  ... ..  .. .... 764 | 2200 .. ... . |
|  2586 | ....  ... ..  .. .... 448 | 159A (E-4 B4) .. .... 7AB | ....  ... ..  .. .... 775 | 2300 .. ... . |
|  2587 | ....  ... ..  .. .... 470 | ....  ... ..  .. .... 7CB | ....  ... ..  09 .... ... | 2400 .. ... . |
|  2588 | ....  ... ..  .. .... 498 | 102E (B-3 AF) 20 .... 7EB | 122A  ... ..  .. .... 785 | 2500 .. ... . |
|  2589 | ....  ... ..  .. .... 4C0 | ....  ... ..  .. .... 80B | 2454  C#5 BD  11 .... 795 | 2600 .. ... . |
|  2590 | ....  ... ..  40 .... 4E8 | 19B0 (G-4 B7) 10 .... 82C | 122A (C#4 B1) 41 .... 7A5 | 2700 .. ... . |
|  2591 | ....  ... ..  .. .... 510 | 1CD5 (A-4 B9) 20 .... 84C | ....  ... ..  .. .... 7B6 | 2800 .. ... . |
|  2592 | ....  ... ..  .. .... 538 | ....  ... ..  40 .... 86C | ....  ... ..  .. .... 7C7 | .... .. ... . |
|  2593 | ....  ... ..  09 00B5 ... | ....  ... ..  09 .... ... | ....  ... ..  09 .... ... | .... .. ... . |
|  2594 | 048A  ... ..  .. .... 838 | 099F  ... ..  .. .... 58C | 2454  ... ..  .. .... 7D7 | 9000 .. ... . |
|  2595 | 5C8A  F-6 CD  81 .... ... | 099F  D-3 A6  21 .... 5AC | 48A9  C#6 C9  11 .... 7E7 | .... .. ... . |
|  2596 | 060F (F#2 9E) 41 .... ... | 133E (D-4 B2) 10 .... 5CC | 2454 (C#5 BD) 41 .... 7F7 | 1800 .. ... . |
|  2597 | 05B8 (F-2 9D) 40 .... ... | 0C1F (F#3 AA) 20 .... 5EC | ....  ... ..  .. .... ... | C000 .. ... . |
|  2598 | ....  ... ..  .. .... ... | ....  ... ..  40 .... 60C | ....  ... ..  .. .... 7E7 | .... .. ... . |
|  2599 | 0566 (E-2 9C) .. .... ... | 159A (E-4 B4) .. .... 62C | ....  ... ..  09 .... ... | .... .. ... . |
|  2600 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 64C | 1B37  ... ..  .. .... 7D6 | .... .. ... . |
|  2601 | ....  ... ..  .. .... ... | 102E (B-3 AF) .. .... 66C | 366F  G#5 C4  11 .... 7C5 | .... .. ... . |
|  2602 | 0518 (D#2 9B) .. .... ... | ....  ... ..  .. .... 68C | 1B37 (G#4 B8) 41 .... 7B4 | .... .. ... . |
|  2603 | ....  ... ..  .. .... ... | 0E6A (A-3 AD) 20 .... 6AC | ....  ... ..  .. .... 7A4 | .... .. ... . |
|  2604 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6CC | ....  ... ..  .. .... 794 | .... .. ... . |
|  2605 | ....  ... ..  09 0692 ... | 133E (D-4 B2) 10 .... 6ED | ....  ... ..  09 .... ... | .... .. ... . |
|  2606 | 0566  ... ..  .. .... 360 | 0C1F (F#3 AA) 20 .... 70D | 159A  ... ..  .. .... 783 | 2000 .. ... . |
|  2607 | 0ACD  E-3 A8  11 .... 388 | ....  ... ..  40 .... 72D | 2B34  E-5 C0  11 .... 772 | .... .. ... . |
|  2608 | 0566 (E-2 9C) 41 .... 3B0 | 159A (E-4 B4) .. .... 74D | 159A (E-4 B4) 41 .... 761 | 2100 .. ... . |
|  2609 | ....  ... ..  .. .... 3D8 | ....  ... ..  .. .... 76D | ....  ... ..  .. .... 751 | 2200 .. ... . |
|  2610 | ....  ... ..  .. .... 400 | 102E (B-3 AF) .. .... 78D | ....  ... ..  .. .... 741 | 2300 .. ... . |
|  2611 | ....  ... ..  .. .... 428 | ....  ... ..  .. .... 7AD | ....  ... ..  09 .... ... | 2400 .. ... . |
|  2612 | ....  ... ..  .. .... 450 | 0E6A (A-3 AD) 20 .... 7CD | 2454  ... ..  .. .... 730 | 2500 .. ... . |
|  2613 | ....  ... ..  .. .... 478 | ....  ... ..  .. .... 7ED | 48A9  C#6 C9  11 .... 71F | 2600 .. ... . |
|  2614 | ....  ... ..  .. .... 4A0 | 133E (D-4 B2) 10 .... 80E | 2454 (C#5 BD) 41 .... 70E | 2700 .. ... . |
|  2615 | ....  ... ..  .. .... 4C8 | 0C1F (F#3 AA) 20 .... 82E | ....  ... ..  .. .... 6FE | 2800 .. ... . |
|  2616 | ....  ... ..  .. .... 4F0 | ....  ... ..  40 .... 84E | ....  ... ..  .. .... 6EE | .... .. ... . |
|  2617 | ....  ... ..  09 00F5 ... | 159A (E-4 B4) .. .... 86E | ....  ... ..  09 .... ... | .... .. ... . |
|  2618 | 0915  ... ..  .. .... 8F0 | ....  ... ..  .. .... 88E | 1B37  ... ..  .. .... 6DD | 9000 .. ... . |
|  2619 | 5C15  F-6 CD  81 .... ... | 102E (B-3 AF) .. .... 8AE | 366F  G#5 C4  11 .... 6CC | .... .. ... . |
|  2620 | 0CD8 (G-3 AB) 41 .... ... | ....  ... ..  .. .... 8CE | 1B37 (G#4 B8) 41 .... 6BB | 1800 .. ... . |
|  2621 | 0C1F (F#3 AA) 40 .... ... | 0E6A (A-3 AD) 20 .... 8EE | ....  ... ..  .. .... 6AB | C000 .. ... . |
|  2622 | FE1F (B-7 DF) 80 .... ... | ....  ... ..  .. .... 90E | ....  ... ..  .. .... 69B | 7A00 .. ... . |
|  2623 | ....  ... ..  .. .... ... | 133E (D-4 B2) 10 .... 92F | ....  ... ..  09 .... ... | .... .. ... . |
|  2624 | 0915  ... ..  00 .... ... | 0C1F (F#3 AA) 20 .... 94F | 159A  ... ..  .. .... 68A | .... .. ... . |
|  2625 | ....  ... ..  .. .... ... | ....  ... ..  40 .... 96F | 2B34  E-5 C0  11 .... 679 | .... .. ... . |
|  2626 | ....  ... ..  .. .... ... | 159A (E-4 B4) .. .... 98F | 159A (E-4 B4) 41 .... 668 | .... .. ... . |
|  2627 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 9AF | ....  ... ..  .. .... 658 | .... .. ... . |
|  2628 | ....  ... ..  .. .... ... | 102E (B-3 AF) .. .... 9CF | ....  ... ..  .. .... 648 | .... .. ... . |
