Load address: $0400 Init address: $2300 Play address: $2318
Calling initroutine with subtune 2
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   740 | 1C31 (G#4 B8) .. .... 360 | 2A3E (D#5 BF) 10 .... ... | 04B4 (C#2 99) 40 .... 240 | B000 .. ... . |
|   741 | 1BBC (- 0075) .. .... 370 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   742 | 1B37 (- 0085) .. .... 380 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   743 | 1BB4 (+ 007D) .. .... 390 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   744 | 1C31 (+ 007D) .. .... 3A0 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   745 | 1CB6 (A-4 B9) .. .... 3B0 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   746 | 1D4B (+ 0095) .. .... 3C0 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   747 | 1CBE (- 008D) .. .... 3D0 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   748 | 1C31 (G#4 B8) .. .... 3E0 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   749 | 1B9C (- 0095) .. .... 3F0 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   750 | 1AF7 (- 00A5) .. .... 400 | 2000 (B-4 BB) .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   751 | 1B94 (+ 009D) .. .... 410 | 1000 (B-3 AF) .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   752 | 1C31 (+ 009D) .. .... 420 | 3000 (F#5 C2) .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   753 | 1CD6 (A-4 B9) .. .... 430 | 0D00 (G-3 AB) 10 .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   754 | 1D8B (+ 00B5) .. .... 440 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   755 | 1CDE (- 00AD) .. .... 450 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   756 | 1C31 (G#4 B8) .. .... 460 | 0151  D#0 83  11 .... ... | 04FB  D-2 9A  41 .... 100 | .... .. ... . |
|   757 | 1B7C (- 00B5) .. .... 470 | 2000 (B-4 BB) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   758 | 1AB7 (G-4 B7) .. .... 480 | 0E00 (G#3 AC) 41 .... ... | 04FB (D-2 9A) 40 .... 240 | B000 .. ... . |
|   759 | 1B74 (G#4 B8) .. .... 490 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   760 | 1C31 (+ 00BD) .. .... 4A0 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   761 | 1CF6 (A-4 B9) .. .... 4B0 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   762 | 1DCB (+ 00D5) .. .... 4C0 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   763 | 1CFE (- 00CD) .. .... 4D0 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   764 | 1C31 (G#4 B8) .. .... 4E0 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   765 | 1B5C (- 00D5) .. .... 4F0 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   766 | 1A77 (G-4 B7) .. .... 500 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   767 | 1B54 (G#4 B8) .. .... 510 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   768 | 151F  D#4 B3  21 .... 000 | 0151  D#0 83  11 00C8 ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|   769 | ....  ... ..  .. .... 080 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   770 | ....  ... ..  20 .... 100 | 0A00 (D-3 A6) 41 .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|   771 | ....  ... ..  40 .... 180 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   772 | 1539 (+ 001A) .. .... 200 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   773 | 151F (- 001A) .. .... 210 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   774 | 151F  D#4 B3  21 .... 000 | 0400 (B-1 97) .. .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   775 | ....  ... ..  .. .... 080 | 0300 (F#1 92) .. .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   776 | ....  ... ..  20 .... 100 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   777 | ....  ... ..  40 .... 180 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   778 | ....  ... ..  .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   779 | 1539 (+ 001A) .. .... 210 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   780 | 151F  D#4 B3  21 .... 000 | 547D  D#6 CB  11 00E8 ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   781 | ....  ... ..  .. .... 080 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   782 | ....  ... ..  20 .... 100 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   783 | ....  ... ..  40 .... 180 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   784 | 1505 (- 001A) .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   785 | 14EB (- 001A) .. .... 210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   786 | 151F  D#4 B3  21 .... 000 | 2A3E  D#5 BF  11 .... ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|   787 | ....  ... ..  .. .... 080 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   788 | ....  ... ..  20 .... 100 | 2A3E (D#5 BF) 10 .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|   789 | ....  ... ..  40 .... 180 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   790 | 1553 (E-4 B4) .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   791 | 1539 (D#4 B3) .. .... 210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   792 | 151F  D#4 B3  21 .... 000 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   793 | ....  ... ..  .. .... 080 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   794 | ....  ... ..  20 .... 100 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   795 | ....  ... ..  40 .... 180 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   796 | 1505 (- 001A) .. .... 200 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   797 | 151F (+ 001A) .. .... 210 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   798 | 1541 (+ 0022) .. .... 220 | 2000 (B-4 BB) .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   799 | 1563 (E-4 B4) .. .... 230 | 1000 (B-3 AF) .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   800 | 1549 (D#4 B3) .. .... 240 | 3000 (F#5 C2) .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   801 | 151F (- 002A) .. .... 250 | 0D00 (G-3 AB) 10 .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   802 | 14ED (- 0032) .. .... 260 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   803 | 14BB (- 0032) .. .... 270 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   804 | 151F  D#4 B3  21 .... 000 | 0151  D#0 83  11 00C8 ... | 04B4  C#2 99  41 .... 100 | .... .. ... . |
|   805 | ....  ... ..  .. .... 080 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   806 | ....  ... ..  20 .... 100 | 0A00 (D-3 A6) 41 .... ... | 04B4 (C#2 99) 40 .... 240 | B000 .. ... . |
|   807 | ....  ... ..  40 .... 180 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   808 | 1553 (E-4 B4) .. .... 200 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   809 | 1539 (D#4 B3) .. .... 210 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   810 | 191E  F#4 B6  21 .... 000 | 0400 (B-1 97) .. .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   811 | ....  ... ..  .. .... 080 | 0300 (F#1 92) .. .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   812 | ....  ... ..  20 .... 100 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   813 | ....  ... ..  40 .... 180 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   814 | 1903 (- 001B) .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   815 | 191E (+ 001B) .. .... 210 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   816 | 1941 (+ 0023) .. .... 220 | ....  ... ..  .. .... ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|   817 | 1964 (G-4 B7) .. .... 230 | 0200 (B-0 8B) .. .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   818 | 1949 (F#4 B6) .. .... 240 | 0300 (F#1 92) .. .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|   819 | 191E (- 002B) .. .... 250 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   820 | 18EB (- 0033) .. .... 260 | ....  ... ..  10 .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   821 | 18B8 (- 0033) .. .... 270 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   822 | 191E  F#4 B6  21 .... 000 | 2A3E  D#5 BF  11 00E8 ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   823 | ....  ... ..  .. .... 080 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   824 | ....  ... ..  20 .... 100 | 2A3E (D#5 BF) 10 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   825 | ....  ... ..  40 .... 180 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   826 | 1954 (+ 0036) .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   827 | 1939 (- 001B) .. .... 210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   828 | 17B5  F-4 B5  21 .... 000 | 547D  D#6 CB  11 .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   829 | ....  ... ..  .. .... 080 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   830 | ....  ... ..  20 .... 100 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   831 | ....  ... ..  40 .... 180 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   832 | 179A (- 001B) .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   833 | 17B5 (+ 001B) .. .... 210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   834 | 17D8 (+ 0023) .. .... 220 | 0151  D#0 83  11 00C8 ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|   835 | 17FB (F#4 B6) .. .... 230 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   836 | 17E0 (F-4 B5) .. .... 240 | 0A00 (D-3 A6) 41 .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|   837 | 17B5 (- 002B) .. .... 250 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   838 | 1782 (- 0033) .. .... 260 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   839 | 174F (- 0033) .. .... 270 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   840 | 151F  D#4 B3  21 .... 000 | 0151  D#0 83  11 00E8 ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   841 | ....  ... ..  .. .... 080 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   842 | ....  ... ..  20 .... 100 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   843 | ....  ... ..  40 .... 180 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   844 | 1553 (E-4 B4) .. .... 200 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   845 | 1539 (D#4 B3) .. .... 210 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   846 | 151F (- 001A) .. .... 220 | 0151  D#0 83  11 00C8 ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|   847 | 14FD (- 0022) .. .... 230 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   848 | 14CB (- 0032) .. .... 240 | 0A00 (D-3 A6) 41 .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|   849 | 14F5 (+ 002A) .. .... 250 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   850 | 151F (+ 002A) .. .... 260 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   851 | 1551 (E-4 B4) .. .... 270 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   852 | 12D1  C#4 B1  21 .... 000 | 2A3E  D#5 BF  11 00E8 ... | 05ED  F-2 9D  41 .... 100 | .... .. ... . |
|   853 | ....  ... ..  .. .... 080 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   854 | ....  ... ..  20 .... 100 | 2A3E (D#5 BF) 10 .... ... | 05ED (F-2 9D) 40 .... 240 | B000 .. ... . |
|   855 | ....  ... ..  40 .... 180 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   856 | 12B9 (- 0018) .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   857 | 12A1 (- 0018) .. .... 210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   858 | 12B1 (+ 0010) .. .... 220 | 547D  D#6 CB  11 .... ... | 0647  F#2 9E  41 .... 100 | .... .. ... . |
|   859 | 12D1 (+ 0020) .. .... 230 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   860 | 12F9 (+ 0028) .. .... 240 | 547D (D#6 CB) 10 .... ... | 0647 (F#2 9E) 40 .... 240 | B000 .. ... . |
|   861 | 1321 (D-4 B2) .. .... 250 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   862 | 1301 (- 0020) .. .... 260 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   863 | 12D1 (C#4 B1) .. .... 270 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   864 | 151F  D#4 B3  21 .... 000 | 0151  D#0 83  11 00C8 ... | 0430  B-1 97  41 .... 100 | .... .. ... . |
|   865 | ....  ... ..  .. .... 080 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   866 | ....  ... ..  20 .... 100 | 0A00 (D-3 A6) 41 .... ... | 0430 (B-1 97) 40 .... 240 | B000 .. ... . |
|   867 | ....  ... ..  40 .... 180 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   868 | ....  ... ..  .. .... 200 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   869 | 1539 (+ 001A) .. .... 210 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   870 | 151F  D#4 B3  21 .... 000 | 0400 (B-1 97) .. .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   871 | ....  ... ..  .. .... 080 | 0300 (F#1 92) .. .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   872 | ....  ... ..  20 .... 100 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   873 | ....  ... ..  40 .... 180 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   874 | 1505 (- 001A) .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   875 | 14EB (- 001A) .. .... 210 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   876 | 151F  D#4 B3  21 .... 000 | 547D  D#6 CB  11 00E8 ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   877 | ....  ... ..  .. .... 080 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   878 | ....  ... ..  20 .... 100 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   879 | ....  ... ..  40 .... 180 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   880 | 1553 (E-4 B4) .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   881 | 1539 (D#4 B3) .. .... 210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   882 | 151F  D#4 B3  21 .... 000 | 2A3E  D#5 BF  11 .... ... | 0430  B-1 97  41 .... 100 | .... .. ... . |
|   883 | ....  ... ..  .. .... 080 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   884 | ....  ... ..  20 .... 100 | 2A3E (D#5 BF) 10 .... ... | 0430 (B-1 97) 40 .... 240 | B000 .. ... . |
|   885 | ....  ... ..  40 .... 180 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   886 | 1505 (- 001A) .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   887 | 151F (+ 001A) .. .... 210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   888 | 151F  D#4 B3  21 .... 000 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   889 | ....  ... ..  .. .... 080 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   890 | ....  ... ..  20 .... 100 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   891 | ....  ... ..  40 .... 180 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   892 | ....  ... ..  .. .... 200 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   893 | 1505 (- 001A) .. .... 210 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   894 | 14DB (- 002A) .. .... 220 | 2000 (B-4 BB) .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   895 | 14FD (+ 0022) .. .... 230 | 1000 (B-3 AF) .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   896 | 151F (+ 0022) .. .... 240 | 3000 (F#5 C2) .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   897 | 1549 (+ 002A) .. .... 250 | 0D00 (G-3 AB) 10 .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   898 | 1583 (E-4 B4) .. .... 260 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   899 | 1551 (- 0032) .. .... 270 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   900 | 151F  D#4 B3  21 .... 000 | 0151  D#0 83  11 00C8 ... | 0430  B-1 97  41 .... 100 | .... .. ... . |
|   901 | ....  ... ..  .. .... 080 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   902 | ....  ... ..  20 .... 100 | 0A00 (D-3 A6) 41 .... ... | 0430 (B-1 97) 40 .... 240 | B000 .. ... . |
|   903 | ....  ... ..  40 .... 180 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   904 | 1505 (- 001A) .. .... 200 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   905 | 151F (+ 001A) .. .... 210 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   906 | 191E  F#4 B6  21 .... 000 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   907 | ....  ... ..  .. .... 080 | 3100 (F#5 C2) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   908 | ....  ... ..  20 .... 100 | 0A00 (D-3 A6) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   909 | ....  ... ..  40 .... 180 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   910 | ....  ... ..  .. .... 200 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   911 | 1903 (- 001B) .. .... 210 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   912 | 18D8 (- 002B) .. .... 220 | 0400 (B-1 97) .. .... ... | 04B4  C#2 99  41 .... 100 | .... .. ... . |
|   913 | 18FB (+ 0023) .. .... 230 | 0300 (F#1 92) .. .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   914 | 191E (+ 0023) .. .... 240 | ....  ... ..  .. .... ... | 04B4 (C#2 99) 40 .... 240 | B000 .. ... . |
|   915 | 1949 (+ 002B) .. .... 250 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   916 | 1984 (G-4 B7) .. .... 260 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   917 | 1951 (F#4 B6) .. .... 270 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   918 | 191E  F#4 B6  21 .... 000 | 547D  D#6 CB  11 00E8 ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   919 | ....  ... ..  .. .... 080 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   920 | ....  ... ..  20 .... 100 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   921 | ....  ... ..  40 .... 180 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   922 | 1903 (- 001B) .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   923 | 191E (+ 001B) .. .... 210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   924 | 17B5  F-4 B5  21 .... 000 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   925 | ....  ... ..  .. .... 080 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   926 | ....  ... ..  20 .... 100 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   927 | ....  ... ..  40 .... 180 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   928 | ....  ... ..  .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   929 | 179A (- 001B) .. .... 210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   930 | 176F (- 002B) .. .... 220 | 2A3E  D#5 BF  11 .... ... | 04B4  C#2 99  41 .... 100 | .... .. ... . |
|   931 | 1792 (+ 0023) .. .... 230 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   932 | 17B5 (+ 0023) .. .... 240 | 2A3E (D#5 BF) 10 .... ... | 04B4 (C#2 99) 40 .... 240 | B000 .. ... . |
|   933 | 17E0 (+ 002B) .. .... 250 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   934 | 181B (F#4 B6) .. .... 260 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   935 | 17E8 (F-4 B5) .. .... 270 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   936 | 151F  D#4 B3  21 .... 000 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   937 | ....  ... ..  .. .... 080 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
