Load address: $0400 Init address: $2300 Play address: $2318
Calling initroutine with subtune 2
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|  2207 | 4B45 (C#6 C9) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2208 | 2187  B-4 BB  41 .... 800 | 0151  D#0 83  11 00C8 ... | 0430  B-1 97  41 .... 100 | .... .. ... . |
|  2209 | 861E (B-6 D3) .. .... 8A0 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  2210 | 430F (B-5 C7) 40 .... 940 | 0A00 (D-3 A6) 41 .... ... | 0430 (B-1 97) 40 .... 240 | B000 .. ... . |
|  2211 | 2187 (B-4 BB) .. .... 9E0 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  2212 | 861E (B-6 D3) .. .... A80 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  2213 | 430F (B-5 C7) .. .... AE0 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2214 | 191E  F#4 B6  41 .... 800 | 0400 (B-1 97) .. .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  2215 | 6479 (F#6 CE) .. .... 8A0 | 0300 (F#1 92) .. .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  2216 | 323C (F#5 C2) 40 .... 940 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  2217 | 191E (F#4 B6) .. .... 9E0 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  2218 | 6479 (F#6 CE) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  2219 | 323C (F#5 C2) .. .... AE0 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  2220 | 151F  D#4 B3  41 .... 800 | 547D  D#6 CB  11 00E8 ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|  2221 | 547D (D#6 CB) .. .... 8A0 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|  2222 | 2A3E (D#5 BF) 40 .... 940 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|  2223 | 151F (D#4 B3) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|  2224 | 547D (D#6 CB) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|  2225 | 2A3E (D#5 BF) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|  2226 | 2187  B-4 BB  41 .... 800 | 2A3E  D#5 BF  11 .... ... | 0430  B-1 97  41 .... 100 | .... .. ... . |
|  2227 | 861E (B-6 D3) .. .... 8A0 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  2228 | 430F (B-5 C7) 40 .... 940 | 2A3E (D#5 BF) 10 .... ... | 0430 (B-1 97) 40 .... 240 | B000 .. ... . |
|  2229 | 2187 (B-4 BB) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  2230 | 861E (B-6 D3) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  2231 | 430F (B-5 C7) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2232 | 191E  F#4 B6  41 .... 800 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  2233 | 6479 (F#6 CE) .. .... 8A0 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  2234 | 323C (F#5 C2) 40 .... 940 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  2235 | 191E (F#4 B6) .. .... 9E0 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  2236 | 6479 (F#6 CE) .. .... A80 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  2237 | 323C (F#5 C2) .. .... AE0 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  2238 | 151F  D#4 B3  41 .... 800 | 2000 (B-4 BB) .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|  2239 | 547D (D#6 CB) .. .... 8A0 | 1000 (B-3 AF) .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|  2240 | 2A3E (D#5 BF) 40 .... 940 | 3000 (F#5 C2) .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|  2241 | 151F (D#4 B3) .. .... 9E0 | 0D00 (G-3 AB) 10 .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|  2242 | 547D (D#6 CB) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|  2243 | 2A3E (D#5 BF) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|  2244 | 2187  B-4 BB  41 .... 800 | 0151  D#0 83  11 00C8 ... | 0430  B-1 97  41 .... 100 | .... .. ... . |
|  2245 | 861E (B-6 D3) .. .... 8A0 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  2246 | 430F (B-5 C7) 40 .... 940 | 0A00 (D-3 A6) 41 .... ... | 0430 (B-1 97) 40 .... 240 | B000 .. ... . |
|  2247 | 2187 (B-4 BB) .. .... 9E0 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  2248 | 861E (B-6 D3) .. .... A80 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  2249 | 430F (B-5 C7) .. .... AE0 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2250 | 2A3E  D#5 BF  41 .... 800 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  2251 | A8FA (D#7 D7) .. .... 8A0 | 3100 (F#5 C2) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  2252 | 547D (D#6 CB) 40 .... 940 | 0A00 (D-3 A6) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  2253 | 2A3E (D#5 BF) .. .... 9E0 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  2254 | A8FA (D#7 D7) .. .... A80 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  2255 | 547D (D#6 CB) .. .... AE0 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  2256 | 25A2  C#5 BD  41 .... 800 | 0400 (B-1 97) .. .... ... | 04B4  C#2 99  41 .... 100 | .... .. ... . |
|  2257 | 968B (C#7 D5) .. .... 8A0 | 0300 (F#1 92) .. .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  2258 | 4B45 (C#6 C9) 40 .... 940 | ....  ... ..  .. .... ... | 04B4 (C#2 99) 40 .... 240 | B000 .. ... . |
|  2259 | 25A2 (C#5 BD) .. .... 9E0 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  2260 | 968B (C#7 D5) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  2261 | 4B45 (C#6 C9) .. .... AE0 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2262 | 1C31  G#4 B8  41 .... 800 | 547D  D#6 CB  11 00E8 ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  2263 | 70C7 (G#6 D0) .. .... 8A0 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  2264 | 3863 (G#5 C4) 40 .... 940 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  2265 | 1C31 (G#4 B8) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  2266 | 70C7 (G#6 D0) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  2267 | 3863 (G#5 C4) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  2268 | 17B5  F-4 B5  41 .... 800 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|  2269 | 5ED6 (F-6 CD) .. .... 8A0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|  2270 | 2F6B (F-5 C1) 40 .... 940 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|  2271 | 17B5 (F-4 B5) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|  2272 | 5ED6 (F-6 CD) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|  2273 | 2F6B (F-5 C1) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|  2274 | 25A2  C#5 BD  41 .... 800 | 2A3E  D#5 BF  11 .... ... | 04B4  C#2 99  41 .... 100 | .... .. ... . |
|  2275 | 968B (C#7 D5) .. .... 8A0 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  2276 | 4B45 (C#6 C9) 40 .... 940 | 2A3E (D#5 BF) 10 .... ... | 04B4 (C#2 99) 40 .... 240 | B000 .. ... . |
|  2277 | 25A2 (C#5 BD) .. .... 9E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  2278 | 968B (C#7 D5) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  2279 | 4B45 (C#6 C9) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2280 | 1C31  G#4 B8  41 .... 800 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  2281 | 70C7 (G#6 D0) .. .... 8A0 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  2282 | 3863 (G#5 C4) 40 .... 940 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  2283 | 1C31 (G#4 B8) .. .... 9E0 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  2284 | 70C7 (G#6 D0) .. .... A80 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  2285 | 3863 (G#5 C4) .. .... AE0 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  2286 | 17B5  F-4 B5  41 .... 800 | 2000 (B-4 BB) .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|  2287 | 5ED6 (F-6 CD) .. .... 8A0 | 1000 (B-3 AF) .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|  2288 | 2F6B (F-5 C1) 40 .... 940 | 3000 (F#5 C2) .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|  2289 | 17B5 (F-4 B5) .. .... 9E0 | 0D00 (G-3 AB) 10 .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|  2290 | 5ED6 (F-6 CD) .. .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|  2291 | 2F6B (F-5 C1) .. .... AE0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|  2292 | 25A2  C#5 BD  41 .... 800 | 0151  D#0 83  11 .... ... | 04FB  D-2 9A  41 .... 100 | .... .. ... . |
|  2293 | 968B (C#7 D5) .. .... 8A0 | 2000 (B-4 BB) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  2294 | 4B45 (C#6 C9) 40 .... 940 | 0E00 (G#3 AC) 41 .... ... | 04FB (D-2 9A) 40 .... 240 | B000 .. ... . |
|  2295 | 25A2 (C#5 BD) .. .... 9E0 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  2296 | 968B (C#7 D5) .. .... A80 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  2297 | 4B45 (C#6 C9) .. .... AE0 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2298 | 1C31  G#4 B8  41 .... 800 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  2299 | 70C7 (G#6 D0) .. .... 8A0 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  2300 | 3863 (G#5 C4) 40 .... 940 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  2301 | 1C31 (G#4 B8) .. .... 9E0 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  2302 | 70C7 (G#6 D0) .. .... A80 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  2303 | 3863 (G#5 C4) .. .... AE0 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  2304 | 3863  G#5 C4  21 00BE 000 | 0151  D#0 83  11 00C8 ... | 070C  G#2 A0  41 .... 100 | .... .. ... . |
|  2305 | ....  ... ..  .. .... 080 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  2306 | ....  ... ..  20 .... 100 | 0A00 (D-3 A6) 41 .... ... | 070C (G#2 A0) 40 .... 240 | B000 .. ... . |
|  2307 | ....  ... ..  40 .... 180 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  2308 | 381F (- 0044) .. .... 200 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  2309 | 3841 (+ 0022) .. .... 210 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2310 | 3863 (+ 0022) .. .... 220 | 0400 (B-1 97) .. .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  2311 | 388D (+ 002A) .. .... 230 | 0300 (F#1 92) .. .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  2312 | 38C7 (+ 003A) .. .... 240 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  2313 | 3895 (- 0032) .. .... 250 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  2314 | 3863 (- 0032) .. .... 260 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  2315 | 3829 (- 003A) .. .... 270 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  2316 | 37DF (- 004A) .. .... 280 | 547D  D#6 CB  11 00E8 ... | 070C  G#2 A0  41 .... 100 | .... .. ... . |
|  2317 | 3821 (+ 0042) .. .... 290 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  2318 | 3863 (+ 0042) .. .... 2A0 | 547D (D#6 CB) 10 .... ... | 070C (G#2 A0) 40 .... 240 | B000 .. ... . |
|  2319 | 38AD (+ 004A) .. .... 2B0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  2320 | 3907 (A-5 C5) .. .... 2C0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  2321 | 38B5 (G#5 C4) .. .... 2D0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2322 | 3863 (- 0052) .. .... 2E0 | 2A3E  D#5 BF  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  2323 | 3809 (- 005A) .. .... 2F0 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  2324 | 379F (- 006A) .. .... 300 | 2A3E (D#5 BF) 10 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  2325 | 3801 (+ 0062) .. .... 310 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  2326 | 3863 (+ 0062) .. .... 320 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  2327 | 38CD (+ 006A) .. .... 330 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  2328 | 3947 (A-5 C5) .. .... 340 | 0151  D#0 83  11 .... ... | 0E18  G#3 AC  41 .... 100 | .... .. ... . |
|  2329 | 38D5 (G#5 C4) .. .... 350 | 2000 (B-4 BB) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  2330 | 3863 (- 0072) .. .... 360 | 0E00 (G#3 AC) 41 .... ... | 0E18 (G#3 AC) 40 .... 240 | B000 .. ... . |
|  2331 | 37E9 (- 007A) .. .... 370 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  2332 | 375F (- 008A) .. .... 380 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  2333 | 37E1 (+ 0082) .. .... 390 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2334 | 3863 (+ 0082) .. .... 3A0 | 2000 (B-4 BB) .. .... ... | 070C  G#2 A0  41 .... 100 | .... .. ... . |
|  2335 | 38ED (A-5 C5) .. .... 3B0 | 1000 (B-3 AF) .. .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  2336 | 3987 (+ 009A) .. .... 3C0 | 3000 (F#5 C2) .. .... ... | 070C (G#2 A0) 40 .... 240 | B000 .. ... . |
|  2337 | 38F5 (- 0092) .. .... 3D0 | 0D00 (G-3 AB) 10 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  2338 | 3863 (G#5 C4) .. .... 3E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  2339 | 37C9 (- 009A) .. .... 3F0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2340 | 371F (- 00AA) .. .... 400 | 547D  D#6 CB  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  2341 | 37C1 (+ 00A2) .. .... 410 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  2342 | 3863 (+ 00A2) .. .... 420 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  2343 | 390D (A-5 C5) .. .... 430 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  2344 | 39C7 (+ 00BA) .. .... 440 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  2345 | 3915 (- 00B2) .. .... 450 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  2346 | 3863 (G#5 C4) .. .... 460 | 0151  D#0 83  11 00C8 ... | 0647  F#2 9E  41 .... 100 | .... .. ... . |
|  2347 | 37A9 (- 00BA) .. .... 470 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  2348 | 36DF (- 00CA) .. .... 480 | 0A00 (D-3 A6) 41 .... ... | 0647 (F#2 9E) 40 .... 240 | B000 .. ... . |
|  2349 | 37A1 (+ 00C2) .. .... 490 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  2350 | 3863 (+ 00C2) .. .... 4A0 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  2351 | 392D (A-5 C5) .. .... 4B0 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2352 | 3A07 (+ 00DA) .. .... 4C0 | 0151  D#0 83  11 .... ... | 070C  G#2 A0  41 .... 100 | .... .. ... . |
|  2353 | 3935 (- 00D2) .. .... 4D0 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  2354 | 3863 (G#5 C4) .. .... 4E0 | 0A00 (D-3 A6) 41 .... ... | 070C (G#2 A0) 40 .... 240 | B000 .. ... . |
|  2355 | 3789 (- 00DA) .. .... 4F0 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  2356 | 369F (- 00EA) .. .... 500 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  2357 | 3781 (+ 00E2) .. .... 510 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2358 | 3863 (+ 00E2) .. .... 520 | 547D  D#6 CB  11 00E8 ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  2359 | 394D (A-5 C5) .. .... 530 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  2360 | 3A47 (+ 00FA) .. .... 540 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  2361 | 3955 (- 00F2) .. .... 550 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  2362 | 3863 (G#5 C4) .. .... 560 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  2363 | 3769 (- 00FA) .. .... 570 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  2364 | 365F (- 010A) .. .... 580 | 0151  D#0 83  11 00C8 ... | 070C  G#2 A0  41 .... 100 | .... .. ... . |
|  2365 | 3761 (+ 0102) .. .... 590 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  2366 | 3863 (+ 0102) .. .... 5A0 | 0A00 (D-3 A6) 41 .... ... | 070C (G#2 A0) 40 .... 240 | B000 .. ... . |
|  2367 | 396D (A-5 C5) .. .... 5B0 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  2368 | 3A87 (+ 011A) .. .... 5C0 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  2369 | 3975 (- 0112) .. .... 5D0 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2370 | 3863 (G#5 C4) .. .... 5E0 | 2A3E  D#5 BF  11 00E8 ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  2371 | 3749 (- 011A) .. .... 5F0 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  2372 | 361F (- 012A) .. .... 600 | 2A3E (D#5 BF) 10 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  2373 | 3741 (+ 0122) .. .... 610 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  2374 | 3863 (+ 0122) .. .... 620 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  2375 | 398D (A-5 C5) .. .... 630 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  2376 | 3AC7 (+ 013A) .. .... 640 | 0151  D#0 83  11 .... ... | 0E18  G#3 AC  41 .... 100 | .... .. ... . |
|  2377 | 3995 (- 0132) .. .... 650 | 2000 (B-4 BB) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  2378 | 3863 (G#5 C4) .. .... 660 | 0E00 (G#3 AC) 41 .... ... | 0E18 (G#3 AC) 40 .... 240 | B000 .. ... . |
|  2379 | 3729 (- 013A) .. .... 670 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  2380 | 35DF (- 014A) .. .... 680 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  2381 | 3721 (+ 0142) .. .... 690 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2382 | 3863 (+ 0142) .. .... 6A0 | 547D  D#6 CB  11 .... ... | 0C8F  F#3 AA  41 .... 100 | .... .. ... . |
|  2383 | 39AD (A-5 C5) .. .... 6B0 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  2384 | 3B07 (+ 015A) .. .... 6C0 | 547D (D#6 CB) 10 .... ... | 0C8F (F#3 AA) 40 .... 240 | B000 .. ... . |
|  2385 | 39B5 (- 0152) .. .... 6D0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  2386 | 3863 (G#5 C4) .. .... 6E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  2387 | 3709 (- 015A) .. .... 6F0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2388 | 359F (G-5 C3) .. .... 700 | 0151  D#0 83  11 00C8 ... | 0A8F  D#3 A7  41 .... 100 | .... .. ... . |
|  2389 | 3701 (G#5 C4) .. .... 710 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  2390 | 3863 (+ 0162) .. .... 720 | 0A00 (D-3 A6) 41 .... ... | 0A8F (D#3 A7) 40 .... 240 | B000 .. ... . |
|  2391 | 39CD (A-5 C5) .. .... 730 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  2392 | 3B47 (+ 017A) .. .... 740 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  2393 | 39D5 (- 0172) .. .... 750 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  2394 | 3863 (G#5 C4) .. .... 760 | 2A3E  D#5 BF  11 00E8 ... | 0C8F  F#3 AA  41 .... 100 | .... .. ... . |
|  2395 | 36E9 (- 017A) .. .... 770 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
